3連単,予想確率,標準化値,min-max処理値,予想確率[%]
1-5-4,0.01563417200097429,3.3101824559399686,1.0,0.029810191910417186
1-5-2,0.01459163659417133,3.0007446305904515,0.9326515735519199,0.027802522393135302
4-5-2,0.013792324537585459,2.763498602348525,0.8810155246458017,0.02626324186574823
1-5-6,0.012880747116184355,2.4929307798310187,0.822127064343785,0.02450776556283613
4-5-6,0.01217515549859209,2.2835021750010394,0.7765454132557698,0.02314896779630872
5-4-2,0.011044155367444361,1.9478068894801337,0.7034821113781307,0.02097093674572755
1-4-2,0.010595908798304533,1.814761582174589,0.6745251081959608,0.020107722923716508
1-4-5,0.010471237310670232,1.777757492179266,0.6664712536598737,0.019867635974377167
1-5-3,0.010016956119808693,1.642921032064725,0.6371244102147118,0.01899280093931192
5-4-6,0.009749212946868884,1.5634514383741451,0.6198280370919902,0.01847719273716941
4-5-3,0.009468239480302128,1.4800549245406682,0.6016769788895998,0.017936106208779
1-4-6,0.009353523905031472,1.4460058765046628,0.5942662823960799,0.017715191924117316
5-3-4,0.009182428423176214,1.395222552037271,0.5832134093712067,0.017385703658084374
1-3-4,0.00880974333317886,1.2846048569101385,0.5591377240676697,0.016668002858811124
5-3-2,0.00857011542374148,1.2134802325515834,0.5436576142044075,0.016206537812992937
2-5-4,0.008471690307827589,1.1842664009354786,0.5372992913728614,0.01601699498915616
1-3-2,0.008222282139256154,1.1102388707398188,0.5211873707733546,0.015536695544039459
1-3-5,0.008125538748428363,1.081524196610436,0.5149376884134204,0.015350391313510669
4-3-2,0.007771875551609681,0.9765524423509521,0.49209082907136864,0.0146693220519738
4-3-5,0.0076804316457426474,0.9494107230497976,0.4861834966889635,0.01449322333997568
5-4-3,0.007581659465137092,0.9200938782000481,0.4798027532655537,0.014303012153992703
5-3-6,0.007565257592408827,0.91522559286837,0.4787431822314746,0.014271426138124085
1-4-3,0.007273944413096801,0.8287601202199145,0.4599241722465595,0.01371042783890971
1-3-6,0.007258208239367991,0.8240894228544432,0.458907605775979,0.013680123797332008
3-5-4,0.007073477555076352,0.7692589961374953,0.44697389031410173,0.013324377449209134
2-5-6,0.0069796916968136785,0.7414221554508702,0.44091526637110934,0.013143768706755482
4-3-6,0.006860612444167389,0.706077912231246,0.4332226736437942,0.012914451041265538
3-5-2,0.006601795984735845,0.629257881133448,0.4165029716865901,0.012416033517236308
5-2-4,0.006145802726117194,0.49391325743985287,0.3870455276146662,0.011537901456261873
1-2-4,0.005896364458097816,0.4198767933435743,0.37093166257236876,0.011057544046932424
5-1-4,0.005838220746002017,0.40261899690686004,0.36717554312361955,0.01094557340532676
3-5-6,0.005827726317279008,0.3995041164134561,0.36649759659407805,0.010925363689176126
4-5-1,0.005802451478170391,0.39200222132308854,0.3648648264918963,0.010876690499084497
2-4-5,0.005674050383367886,0.3538911362808769,0.35657003704615625,0.010629421233850484
5-1-2,0.0054489099567859725,0.28706658188669,0.34202582745749605,0.010195855554827193
1-2-5,0.005438426077487279,0.2839548325971739,0.3413485624272331,0.010175666154300841
2-5-3,0.005427888990144743,0.2808272904806032,0.3406678601247165,0.010155374288028958
5-6-4,0.005331867208494255,0.25232679917237005,0.3344647941600479,0.009970459701189208
4-2-5,0.005140515729697847,0.19553123607705739,0.32210337131401595,0.009601963313863182
1-6-4,0.005115463952310279,0.1880955485547299,0.320485011135771,0.009553719686369522
2-4-6,0.0050683949111824216,0.17412485592131988,0.31744432222132696,0.009463076166290068
5-2-6,0.00506342969337543,0.17265111585402215,0.31712356610686715,0.009453514364961581
5-6-2,0.004976321654250607,0.14679633718525276,0.3114963333742877,0.009285765477278806
4-1-2,0.004941386198691284,0.13642704773442935,0.30923948152655767,0.009218488290584595
4-1-5,0.004883245837152402,0.11917024578580573,0.30548357852583946,0.009106524101336272
1-2-6,0.004857921448278959,0.11165364369232442,0.3038476074784715,0.009057755490454348
5-1-6,0.0048100177632065715,0.09743521807502595,0.3007530000534985,0.0089655046492285
3-4-2,0.00479398097038797,0.09267529312380879,0.2997170134054107,0.008934621688432372
1-6-2,0.004774348842909197,0.08684822692118882,0.29844876593401,0.008896814987920016
2-3-4,0.004773736479647853,0.08666646968332663,0.2984092068918931,0.00889563572528272
