3連単,予想確率,標準化値,min-max処理値,予想確率[%]
1-2-4,0.22690539602947302,8.142355515211966,1.0,0.3159381078361955
3-2-4,0.15861289607896112,5.625330512083635,0.6990263132544332,0.2208490507373173
1-2-3,0.0789210996557145,2.6881669247661515,0.34781448486533495,0.10988785022637498
1-2-6,0.0723937332573155,2.44759080819031,0.3190475553915436,0.10079928096016808
3-2-6,0.050605141573711765,1.6445387879783375,0.22302247543752068,0.07046129889467467
3-1-4,0.018391759867059605,0.45726511591015795,0.08105402704539798,0.025608055937226853
4-2-3,0.01568984490427029,0.35768188901708114,0.06914634599384767,0.02184596571708313
4-2-6,0.014392177146585795,0.30985435020663726,0.06342736002197409,0.020039120110387647
3-2-1,0.012865258066446584,0.25357740170937704,0.056698034470198,0.017913069728545745
1-3-4,0.009254067508150806,0.12048142582801237,0.040783060839731065,0.012884923073473076
6-2-4,0.00600722780929928,0.0008141606220079946,0.026473827539685735,0.008364090980070075
3-1-6,0.005867855860843302,-0.004322606654817692,0.02585959773134506,0.008170032376646333
1-6-4,0.004763762396479954,-0.045015667497618095,0.02099371815859659,0.006632715591473385
1-2-5,0.004272787064314672,-0.06311131764770446,0.018829927758040217,0.0059490917465674815
4-2-1,0.003658898431479283,-0.08573712632512362,0.016124442892065893,0.005094325977232091
3-6-4,0.0033299963912695706,-0.09785931630773767,0.014674929992526566,0.004636369614467478
3-2-5,0.002986791598872522,-0.11050865619546812,0.01316238305470265,0.004158498396917959
2-1-4,0.0029613929057787014,-0.11144476404933575,0.01305044780113153,0.004123133784704534
1-3-6,0.002952492564977349,-0.11177279978312206,0.013011222873266592,0.004110741135214874
6-2-3,0.0020894039229049756,-0.14358325764579338,0.009207482041096341,0.0029089944539997296
4-1-3,0.0018192963306533048,-0.15353848792327499,0.008017083711603878,0.0025329022582085124
4-1-6,0.0016688268897909575,-0.15908427033176373,0.007353945850320398,0.0023233917370800686
1-6-3,0.0016569080039855277,-0.15952355917905206,0.007301417812756109,0.0023067961282836583
2-3-4,0.0010415954594405628,-0.18220184831007663,0.004589657587743209,0.0014500477338876268
2-1-3,0.0010300168648537964,-0.18262859520171332,0.00453862925662871,0.0014339259395092733
3-1-2,0.0009858921820889055,-0.18425487817355968,0.004344166197612693,0.0013724876485997144
2-1-6,0.00094482675089491,-0.18576840772884662,0.004163185647285652,0.0013153089959742357
4-2-5,0.0008494479504279864,-0.18928373995006567,0.003742839207563838,0.0011825055371728445
6-1-4,0.0006965605828189007,-0.19491863876345517,0.003069045237223375,0.0009696283451120409
4-3-6,0.0005869678783948817,-0.19895784625176793,0.0025860563246075507,0.0008170337419543357
1-4-3,0.0005742727132851954,-0.19942574606540894,0.0025301071259448155,0.0007993572579938798
1-5-4,0.0005416941474228061,-0.20062647916056756,0.00238652926478009,0.0007539955402103284
2-6-4,0.0005361872795564607,-0.20082944323595736,0.0023622598014370355,0.0007463278918835239
1-4-6,0.0005267760561356167,-0.20117630833355166,0.002320783349237886,0.0007332239000559661
1-3-2,0.000496065241975534,-0.20230820257030344,0.0021854369061084637,0.0006904628009112973
6-2-1,0.00048725253709569613,-0.20263300834756764,0.002146598200836181,0.0006781921738567647
5-2-4,0.0004568652168833738,-0.20375297971789247,0.002012677436458712,0.0006358815009593702
3-5-4,0.0003786585908278479,-0.20663540506964723,0.0016680109417642672,0.0005269882207910731
3-4-6,0.0003682304489482952,-0.20701975025932437,0.001622052801270517,0.0005124682928438077
3-1-5,0.00034632968199551603,-0.20782693667141613,0.0015255333507143089,0.00048197412026569
2-3-6,0.00033231904208649437,-0.2083433203297445,0.0014637866881944334,0.00046246599654396043
4-6-3,0.00032940024551843185,-0.20845089706139414,0.0014509231824714527,0.0004584019248857018
4-1-2,0.00028038919546128656,-0.21025727460670002,0.0012349252846399232,0.0003901599577482125
3-6-1,0.00027009949375548565,-0.21063651737108852,0.0011895772675055193,0.00037583279102064557
1-6-2,0.00025536197394738824,-0.21117969130479955,0.0011246271533151889,0.00035531257483960776
6-3-4,0.0002449976627125941,-0.21156168391800137,0.0010789503225479011,0.00034088152335503673
6-1-3,0.00024227421707394075,-0.21166206069103088,0.0010669477530840428,0.00033708945426945284
1-5-3,0.00018840934830002717,-0.21364733318204254,0.0008295584621267811,0.0002620891308638395
2-6-3,0.00018649397706921585,-0.2137179271313301,0.0008211171788051634,0.00025942220778349834
3-6-2,0.00017850479955520493,-0.21401238054234548,0.0007859078628158654,0.0002482982431116328
1-3-5,0.0001742605536625735,-0.21416880874513378,0.0007672029342411939,0.00024238864337053993
1-5-6,0.0001728264832030784,-0.21422166361507428,0.0007608828043065773,0.00024039187347771828
5-2-3,0.00015890457407279537,-0.21473477696423554,0.0006995271895536486,0.00022100729664755142
4-3-1,0.00014922383373367775,-0.21509157552191038,0.0006568629421999552,0.00020752803506637012
5-2-6,0.00014576197492149776,-0.21521916764687096,0.0006416060924660995,0.00020270781482991458
3-5-6,0.00012081030023817306,-0.21613879995046748,0.0005316409055808865,0.00016796562175754677
6-2-5,0.00011312029473565861,-0.21642222691738255,0.000497750078493542,0.00015725821797456745
4-3-2,9.861984618750652e-05,-0.21695666322559684,0.00043384476733690795,0.00013706809488705718
4-1-5,9.849667404130916e-05,-0.21696120292427376,0.0004333019321065037,0.00013689659255149643
3-4-1,9.361459342511283e-05,-0.21714113950570157,0.0004117859852146714,0.00013009888500218686
1-6-5,8.970497265082375e-05,-0.2172852345856703,0.00039455579186888177,0.0001246552103188663
1-4-2,8.850667224485863e-05,-0.21732939978807556,0.0003892747303866758,0.00012298672174681152
2-3-1,8.448489825109059e-05,-0.21747762844724866,0.00037155026361450084,0.00011738688725240504
4-6-1,7.681669570412718e-05,-0.21776025183274114,0.00033775552491048944,0.00010670984145144103
2-4-3,6.463750670844187e-05,-0.21820913455400892,0.00028408029825662933,8.975179190474154e-05
3-6-5,6.270615751677858e-05,-0.21828031739559053,0.0002755685980402166,8.706262144389916e-05
3-4-2,6.186851371857628e-05,-0.21831119004464158,0.000271876995853926,8.589630363427856e-05
2-5-4,6.0970612529480913e-05,-0.21834428357240715,0.00026791983172300176,8.464608468635709e-05
2-4-6,5.929150049203681e-05,-0.21840616982615918,0.00026051977255494804,8.23081239949263e-05
2-1-5,5.576509647448361e-05,-0.2185361408638243,0.00024497846393560496,7.73980323564327e-05
5-1-4,5.2975234474932824e-05,-0.21863896551386988,0.00023268318916714795,7.351348651076027e-05
4-6-2,5.076702913620291e-05,-0.2187203523140844,0.00022295134888644145,7.043882730670978e-05
2-6-1,4.349071162540106e-05,-0.218988532174518,0.00019088369711290257,6.030743408262789e-05
4-5-3,3.74565669540569e-05,-0.219210929846609,0.0001642904581861261,5.190561649486628e-05
6-1-2,3.733920179016766e-05,-0.21921525552003168,0.00016377321506138055,5.174219968074289e-05
5-2-1,3.705681607289766e-05,-0.21922566327946955,0.0001625287054816658,5.134901167894379e-05
4-3-5,3.4643727366007066e-05,-0.21931460137097902,0.0001518939182783393,4.798907713268423e-05
4-5-6,3.43586281569308e-05,-0.21932510914032613,0.00015063744999695944,4.759211092130888e-05
1-4-5,3.10911154484427e-05,-0.21944553834106212,0.00013623710812817256,4.304249415909001e-05
