3連単,予想確率,標準化値,min-max処理値,予想確率[%]
1-3-6,0.04689473446403889,4.87751604025619,1.0,0.09799910867621317
3-2-6,0.044302477375819736,4.582832313521223,0.9447207643046643,0.09258179284976796
1-2-6,0.04353609411085482,4.495711063991794,0.9283778323749998,0.09098020008750482
2-3-6,0.03374767127432932,3.382978483016734,0.7196421573815814,0.0705242899892221
3-2-1,0.029812702670862033,2.9356574136966227,0.6357299336004716,0.062300966851634394
3-6-1,0.02567341251006758,2.46510938967395,0.5474606035830797,0.05365065118648348
2-3-1,0.02271000063948355,2.1282333684478814,0.4842665847487407,0.04745769366705043
2-6-1,0.018156192503949908,1.610563590124715,0.3871577623331226,0.037941115625723186
3-1-6,0.01633998960421484,1.4041004883617403,0.348427688598816,0.03414560292079713
3-4-6,0.012341111745336393,0.9495143149580076,0.2631526158900121,0.025788721803035076
1-4-6,0.012127624327184698,0.9252453995491633,0.2586000499583268,0.025342574399540223
2-1-6,0.011555612120138989,0.8602199475304658,0.24640203234749963,0.02414717954606241
1-2-3,0.010259804130514494,0.7129145242949101,0.21876925024425495,0.021439191529700415
1-6-3,0.008835300396050192,0.5509791703026097,0.1883920634890497,0.01846225430359943
2-4-6,0.008727612679974617,0.5387373993606203,0.18609564980944676,0.01823720780984648
3-4-1,0.008304770226967233,0.49066933140538005,0.17707863998892506,0.017353548884510694
1-3-2,0.007953936032838916,0.45078704956626836,0.16959718832452797,0.01662037328979561
3-6-2,0.006470953448119315,0.2822039114453319,0.1379729546768111,0.013521226579751043
1-6-2,0.006359013197262998,0.2694787190082468,0.1355858567539224,0.013287293110985112
2-6-3,0.0063583004954320625,0.26939770018008147,0.1355706585651811,0.013285803702034972
2-4-1,0.005873119005226155,0.21424302808892565,0.125224284328615,0.012271868248820957
4-3-6,0.0053392048791137,0.15354850625531039,0.113838698789059,0.01115609101418769
1-3-4,0.005182745056858294,0.13576239865199854,0.11050223211273538,0.010829120253780087
4-2-6,0.004956806531711606,0.11007806089637574,0.10568414943065829,0.010356952445408234
3-2-4,0.004896252175224082,0.10319433646916615,0.10439284288553749,0.010230405554958634
1-2-4,0.004811552493616935,0.09356580929001733,0.10258664330596648,0.010053399606069324
3-6-4,0.004216440999517366,0.025914466488770684,0.08989603916147809,0.008809731711346806
1-6-4,0.004143501290247164,0.0176227945506782,0.08834061805813888,0.00865730182960339
2-3-4,0.0037297487335520548,-0.029411948225084517,0.07951744800874792,0.007792639029064418
4-3-1,0.003592939650068212,-0.04496419061471195,0.0766000284343022,0.0075067345111342
4-2-1,0.003335610288185846,-0.07421698953749213,0.07111254399015784,0.006968965926733468
2-6-4,0.0029818597133810763,-0.11443080096532428,0.06356890123540801,0.006229695660596211
4-6-1,0.002872483580132403,-0.12686450852776437,0.061236482480811594,0.006001120701586079
1-4-3,0.002858020516230792,-0.12850864698528933,0.060928061251325015,0.005970895695999573
3-1-2,0.0027714674914908147,-0.13834785930974375,0.05908233959181463,0.005790016618503173
2-1-3,0.0027232189607763937,-0.14383267673199246,0.05805345171127327,0.0056891865232823625
3-4-2,0.0020932075747608038,-0.21545138459868707,0.04461861607842861,0.004372584606052158
1-4-2,0.002056997426922208,-0.2195676975057653,0.043846443709403354,0.004296912402143282
2-4-3,0.0020567668839453473,-0.21959390527038194,0.043841527437937185,0.004296430611921588
4-1-6,0.001828208533604002,-0.24557606065191248,0.0389675776371726,0.0038187878757140518
3-1-4,0.0018058743975893844,-0.2481149702624228,0.03849130775853495,0.0037721138521182337
5-3-6,0.0017148400588281989,-0.25846361134779794,0.036550023195511254,0.0035818696952550195
5-2-6,0.0015920217704497115,-0.2724254020571624,0.03393095383629263,0.0033252032324904137
2-1-4,0.0012771112211019868,-0.30822394020821253,0.027215564934685042,0.0026671011057187357
4-2-3,0.0011681310684124075,-0.3206126333207361,0.0248915903667229,0.002439353669472258
5-3-1,0.001153976477844377,-0.32222170501271874,0.024589747254117635,0.0024097733134768886
5-2-1,0.0010713277112097033,-0.33161708738919665,0.022827282924676614,0.0022370533801180487
4-6-3,0.001005944047283203,-0.33904979992415757,0.021432992603225263,0.0021004141713799455
3-5-6,0.0009503114792348264,-0.34537402314832655,0.020246641968691668,0.0019841528666181933
