3連単,予想確率,標準化値,min-max処理値,予想確率[%]
1-4-2,0.03734480379766453,3.9808268800209636,1.0,0.0694285064955253
1-4-3,0.035165558788868526,3.7168147955436996,0.94163942101094,0.06537661865810072
1-4-6,0.034112157311469854,3.5891968734115274,0.9134291372288137,0.06341802078729276
3-4-2,0.03023957918487241,3.1200401611660733,0.8097207883573577,0.05621770501403068
1-2-4,0.029286190432076867,3.0045386223639747,0.7841888635897308,0.05444506160945823
3-4-6,0.02762197621323498,2.8029217031283107,0.7396209031348859,0.05135077467752672
3-2-4,0.02371419808207494,2.3295005660289867,0.6349698917181908,0.044085011251619406
1-4-5,0.022514817357338155,2.1841974890727363,0.6028502570550701,0.041854992987777034
1-3-4,0.021505424256501697,2.061911112124219,0.5758185256276229,0.039978220246781215
1-2-3,0.018954054944725077,1.7528167571734572,0.5074923899020822,0.03523443868874637
1-2-6,0.018386276977613993,1.6840313548840293,0.492287192338665,0.03417876453094892
3-4-5,0.018231146855101306,1.6652375860124806,0.48813277935070726,0.033890329841829395
3-2-6,0.01488810281590837,1.2602330905453811,0.3986054499656484,0.027674581072091805
1-3-2,0.014780867611105695,1.2472417151676571,0.39573367161349693,0.027475197790115747
1-3-6,0.013501403940474823,1.092236716035956,0.36146940104635245,0.02509628065848032
1-2-5,0.012135370514758373,0.9267439280596877,0.32488677664136806,0.022556403682355498
2-4-3,0.010363702353703878,0.7121091337552061,0.27744118000661994,0.019262326768215817
2-4-6,0.010053252591302618,0.6744986362819042,0.26912727872079645,0.018685105018789862
3-2-5,0.009826494191991206,0.6470272150175236,0.263054647409938,0.018263491296378997
3-4-1,0.009553741100033946,0.6139836095190122,0.2557502698372316,0.017756359270626583
1-3-5,0.008911240676215623,0.5361456998369257,0.23854399124835923,0.016561753045855238
3-1-4,0.007751960765918715,0.3957007730963581,0.20749826371325666,0.014406294550026061
2-4-5,0.006635380573372829,0.26042884959523177,0.17759604241107455,0.012330227984116876
2-3-4,0.006337900595370526,0.22438962097906537,0.1696294743180913,0.011777121059526144
3-1-2,0.005327990949673502,0.10204066543804778,0.14258390972502272,0.009899387902501132
3-2-1,0.005149417213158068,0.08040673982617706,0.13780167247624348,0.00956736431261112
3-1-6,0.004866788601007897,0.04616673068286925,0.13023282667075445,0.009041870652441095
2-3-6,0.003979021992407471,-0.06138478918749237,0.1064582748989464,0.007391239030323918
4-2-3,0.003807982345169248,-0.08210597180502997,0.10187780193577912,0.0070732236334480805
4-2-6,0.003693912375390206,-0.0959253681446191,0.09882298733040007,0.006861132417775895
2-4-1,0.0034771651285591355,-0.1221839541271995,0.09301845650973085,0.006458132511989586
3-1-5,0.003212193690008127,-0.15428482462887863,0.08592247303518594,0.0059654689772350045
4-3-2,0.00296956419476027,-0.18367900405225776,0.07942481087910212,0.00551434599802561
2-1-4,0.002821391889415483,-0.20162984438364923,0.07545672950451494,0.005238848034535311
4-3-6,0.0027125123352370007,-0.21482043008630858,0.07254091517602988,0.00503640740049034
2-3-5,0.002626247076720748,-0.22527132965332367,0.07023071581187904,0.0048760137089304345
4-2-5,0.0024380680971460384,-0.24806891526292515,0.06519124840127427,0.004526131013079274
1-5-4,0.00233614931777942,-0.26041621411154126,0.0624618448924048,0.00433663260383482
1-6-4,0.0020438096706566714,-0.2958326997754759,0.05463293579834793,0.003793083137945216
3-5-4,0.0018916734083121453,-0.3142637672250001,0.05055869893199237,0.0035102149572051405
2-1-3,0.0018260079615548134,-0.3222190321936289,0.04880016628565608,0.003388122661946388
4-3-5,0.0017903212408924122,-0.3265424219328321,0.04784446939445189,0.003321770054127664
2-1-6,0.0017713090018143397,-0.32884572461303657,0.047335318162719686,0.0032864204445281404
3-6-4,0.001654954320003564,-0.34294191020004566,0.0442193185522324,0.0030700812453313695
1-5-2,0.001605656013758157,-0.3489143219942749,0.04289910091536766,0.002978420506554799
1-5-3,0.0015119584307481057,-0.3602656359131408,0.0403898625450739,0.0028042078340640374
1-5-6,0.0014666669779866727,-0.3657526237480496,0.0391769491756528,0.002719997070316675
1-6-2,0.0014047283980059438,-0.37325638470391775,0.03751822270164673,0.002604834168541845
2-3-1,0.0013762428022288887,-0.37670736955799433,0.0367553732488834,0.002551870670355558
1-6-3,0.0013227558867389304,-0.38318722473433586,0.03532298389214123,0.002452422016596863
4-1-2,0.001321936847718173,-0.3832864500156905,0.03530104987771278,0.002450899170733644
3-5-2,0.0013001638041740858,-0.38592421978838093,0.03471796379860828,0.0024104163751030873
4-2-1,0.0012776306158637561,-0.38865407989668316,0.03411452090395785,0.002368520236172171
4-1-3,0.0012447956129444742,-0.39263198854373615,0.03323519353427605,0.0023074698501745253
4-1-6,0.001207507152789245,-0.3971494264879756,0.03223660176717963,0.0022381391151862933
3-5-6,0.0011876188306936331,-0.3995588652394809,0.031703988872376174,0.002201160597359831
2-1-5,0.0011691051461541352,-0.40180176882622715,0.031208189022159768,0.0021667379542386006
3-6-2,0.0011374646886589403,-0.40563496018534645,0.03036085179690738,0.002107908596191265
4-3-1,0.0009381892295268096,-0.42977686673476395,0.025024218638946327,0.0017373941263195303
5-4-2,0.0008938005757883243,-0.4351544818965909,0.023835482392096256,0.0016548619440836338
1-6-5,0.0008468970272043026,-0.44083677258949905,0.022579396802382183,0.0015676537975592346
5-4-3,0.00084164310686175,-0.4414732767254343,0.022438695856909698,0.0015578851410525715
5-4-6,0.0008164312768000244,-0.44452765004335704,0.021763518447376923,0.0015110085818891934
4-1-5,0.0007969828103949319,-0.4468838009739636,0.021242684968227406,0.0014748478912989741
5-2-4,0.000700927872393155,-0.4585207047199056,0.018670316201101444,0.0012962521696416828
2-5-4,0.0006884905861623389,-0.46002746226657176,0.01833724340637054,0.0012731274229492255
3-6-5,0.0006857663479592077,-0.4603574994141703,0.018264287810190596,0.0012680622248659613
2-6-4,0.0006023346656164089,-0.47046511571149374,0.016029972133016157,0.0011129370243602018
5-3-4,0.0005147050895534626,-0.4810813001904566,0.013683236096013664,0.0009500066461718908
5-2-3,0.000453641296789415,-0.48847908205924734,0.012047936583295421,0.000836470243331003
2-5-3,0.0004455918713399389,-0.489454257215406,0.011832371500955162,0.0008215038816115339
5-2-6,0.0004400522503273327,-0.49012537353543845,0.011684019439405967,0.000811204019542641
2-5-6,0.00043224394934602157,-0.49107133684382326,0.011474911714321896,0.0007966859824933771
