3連単,予想確率,標準化値,min-max処理値,予想確率[%]
1-2-3,0.04329389482630304,5.805380474202592,1.0,0.0861932115993717
1-2-6,0.03839271650343594,5.076025496611804,0.8865122670250305,0.07641133941712716
1-6-3,0.022448291297564465,2.703300995960794,0.5173160144094366,0.04458912869373619
1-3-6,0.02123482570715114,2.5227225492689445,0.48921798372636177,0.04216726918954428
1-2-4,0.020560493778600097,2.4223737522577418,0.47360369736447955,0.040821423701181386
2-6-3,0.018680364167569102,2.1425875865670565,0.43006893221229053,0.037069022476489806
2-3-6,0.017670577772994182,1.9923190828175665,0.4066871327428442,0.035053670087245734
2-1-3,0.01634840288985286,1.7955633704686789,0.37607191733962725,0.03241484634783592
2-1-6,0.014497646838018867,1.5201483478376,0.33321730263761085,0.02872106947481547
3-2-6,0.013184905069601445,1.3247963977525665,0.30282051283215544,0.026101072539172227
1-3-2,0.012162499657136346,1.1726500305783631,0.2791465175603149,0.02406053485530395
1-6-2,0.011401962645340468,1.059472868138198,0.26153613580587576,0.022542639494397863
1-3-4,0.011371909612138678,1.055000611078062,0.2608402520035705,0.022482659034577194
1-6-4,0.010660809229927846,0.9491802207216499,0.24437458497851666,0.02106343031256193
1-2-5,0.00958032771126453,0.7883914222086126,0.21935582622363817,0.01890698314524905
2-3-4,0.009463143988089544,0.7709530581744921,0.21664241442577567,0.01867310546799966
2-6-4,0.008871401216966598,0.6828945328279965,0.20294049599409036,0.017492093113300074
2-1-4,0.007763940787851046,0.5180909441294017,0.1772970353443484,0.015281800883376705
3-2-4,0.007060926741943682,0.413473899018742,0.16101860900198342,0.013878711037144454
5-2-3,0.006041263204757465,0.2617355562523135,0.1374081023830754,0.01184364564417255
3-1-6,0.0059830637771142664,0.2530747731817496,0.13606048336810278,0.011727490033259676
5-2-6,0.005357349032085181,0.15996080470815457,0.12157193730336341,0.010478675716534352
1-3-5,0.0052988328957625595,0.15125289153201887,0.1202169848376013,0.01036188801194583
2-3-1,0.00504522632322769,0.11351314736375474,0.11434467555020979,0.009855734814960736
1-6-5,0.004967489944054078,0.10194502815747543,0.11254467464003375,0.00970058695563087
6-2-3,0.004858486589163556,0.08572400247216834,0.1100206808535855,0.009483035825120039
2-6-1,0.004729741722210655,0.06656519955466259,0.10703956853321155,0.009226084180088552
1-5-3,0.004522589360783759,0.03573840730728135,0.1022429154979477,0.008812645250051286
4-2-3,0.004471296902562497,0.028105465338611853,0.10105522869718685,0.008710274710319526
2-3-5,0.004409428176240686,0.018898645972444037,0.09962264636090415,0.008586795837874788
1-4-3,0.00431037828247398,0.0041588164274693855,0.09732912689385091,0.008389110029143792
2-6-5,0.004133700864962289,-0.022132933311327457,0.09323812708514681,0.00803649361697917
1-5-6,0.004010599921459028,-0.040451851737805675,0.09038770090495993,0.007790806230081932
4-2-6,0.00396511413610398,-0.047220690121740155,0.08933446873863655,0.007700024767106757
3-6-2,0.00391568528558019,-0.05457630458651402,0.08818993413492067,0.007601373653825871
1-4-6,0.003822412653921115,-0.06845640722553469,0.08603018829049573,0.007415218223256488
3-2-1,0.0037644966101829866,-0.07707501932248434,0.08468913108471048,0.007299628195751378
2-5-3,0.0037634764766697527,-0.07722682760340586,0.0846655096957052,0.007297592192370575
3-6-4,0.003661156866801806,-0.09245323069389344,0.08229627931928345,0.0070933806172079955
2-1-5,0.003617670756326103,-0.0989244931214485,0.08128935001194504,0.007006590146354967
2-4-3,0.0035868848523598305,-0.1035058102697496,0.08057649644519833,0.006945147008037002
3-1-2,0.0034268711286512287,-0.12731779958774578,0.0768713476927348,0.006625788337608765
2-5-6,0.0033374240413303574,-0.14062861467563917,0.07480018306811825,0.006447268006862057
3-2-5,0.0032900956981616637,-0.14767164808459676,0.07370428611888537,0.006352809129225721
3-1-4,0.0032041167380098333,-0.16046636364559555,0.07171342665032629,0.006181210557787596
2-4-6,0.003180823851021468,-0.16393262868397634,0.07117407534241359,0.006134722136378278
5-6-3,0.0031324517410538082,-0.17113098729436926,0.07005400977086869,0.006038180087564938
5-3-6,0.002963123824242094,-0.1963290418918721,0.06613318907379716,0.005700231959579055
5-2-4,0.002869027031054674,-0.2103317897956514,0.06395435960961886,0.005512431650534189
5-1-3,0.0027414124605062654,-0.2293223908534282,0.06099941952132573,0.005257735874240474
5-1-6,0.0024310649766548474,-0.27550587311395447,0.05381326344688608,0.004638338003130186
4-6-3,0.0023184094604867802,-0.29227038484103923,0.05120470315896741,0.004413497814263895
6-2-4,0.0023073203205829325,-0.2939205838040798,0.050947931977543874,0.0043913658814908356
1-5-2,0.002297118932943701,-0.29543867442695965,0.050711716871683785,0.0043710057428884685
6-1-3,0.0022046905131110363,-0.30919314807287457,0.048571518915545835,0.004186535207590527
4-3-6,0.0021930854406093893,-0.3109201240849261,0.04830280121493141,0.004163373565960971
1-4-2,0.0021893324312566866,-0.3114786175475221,0.04821589955675568,0.004155883232949495
1-5-4,0.002147800995697522,-0.3176590005607743,0.04725423112555108,0.0040729939423702404
4-1-3,0.0020289910616135783,-0.3353393645677436,0.044503164099243674,0.0038358706400476723
3-6-1,0.001951926867128158,-0.3468074545125073,0.04271872775566327,0.0036820643406998373
4-1-6,0.0017992947719087798,-0.36952096768320186,0.039184502040012524,0.003377438075750812
2-5-4,0.0017872943747593941,-0.3713067728135997,0.03890663052064157,0.003353487437084232
3-6-5,0.0017059455363282587,-0.3834124699179379,0.03702298241695535,0.0031911297575044502
5-3-2,0.0016971645067122142,-0.3847191939824253,0.03681965597611529,0.0031736043985653765
5-6-2,0.0015910385902601978,-0.400512021812118,0.03436228983380673,0.0029617961186842426
5-3-4,0.0015868449670160486,-0.40113608398365547,0.034265185675668025,0.002953426399434614
5-2-1,0.001529606937963445,-0.4096537992445402,0.0329398280311954,0.0028391895675397402
3-1-5,0.0014929840064070753,-0.4151037371298811,0.03209181696050281,0.0027660967698849245
5-6-4,0.0014876174756763394,-0.41590234220870353,0.03196755390242753,0.0027553861378262568
5-1-2,0.0013924214567526854,-0.43006866827867146,0.029763271653507464,0.0025653919715203505
3-5-6,0.0013773284115453483,-0.43231469707497416,0.0294137892695922,0.002535268962453289
6-3-2,0.0013648885532701613,-0.43416589936875727,0.029125741942769977,0.002510441238261868
3-4-6,0.0013127007559958113,-0.4419320786840367,0.02791732339288978,0.0024062837624914384
5-1-4,0.0013019109060285249,-0.44353773966241433,0.027667482327892366,0.002384749158709904
6-3-4,0.0012761677036779054,-0.4473686414449407,0.02707139349336519,0.0023333703476634804
4-3-2,0.0012561158394862526,-0.4503526028506953,0.026607088695799405,0.002293350426000289
6-2-1,0.0012301359074927576,-0.45421873288487885,0.026005518340558607,0.00224149914507911
4-6-2,0.0011775692730761306,-0.462041287777053,0.024788327743302974,0.0021365855783730893
4-2-1,0.0011321021005123763,-0.46880735635114124,0.0237355265597656,0.0020458412631883835
6-1-2,0.0011198090109315305,-0.4706367176771569,0.023450877690476483,0.002021306462966225
6-2-5,0.0010751144911243218,-0.47728780611854793,0.022415967431108946,0.0019321042239941978
6-1-4,0.001047018887083782,-0.481468773899251,0.02176540828000708,0.001876030441425367
4-1-2,0.0010305675378846186,-0.4839169348589353,0.021384474104182104,0.0018431965014030528
4-2-5,0.000989434879739339,-0.49003797494022133,0.02043203944120264,0.0017611030989622876
1-4-5,0.0009538258609278498,-0.4953370302706731,0.019607505716419716,0.0016900338891512549
2-5-1,0.0009528867613387461,-0.49547677971757054,0.019585760683616504,0.0016881596149376124
2-4-1,0.0009081749577679338,-0.5021304401933144,0.018550450215356437,0.0015989228806758279
5-3-1,0.0008460181952792017,-0.511380122846274,0.017111198345862458,0.001474869139743742
2-4-5,0.0007937269789665685,-0.5191616921729711,0.015900385108128034,0.0013705052581363783
5-6-1,0.000793115570958464,-0.5192526771248895,0.0158862278373267,0.0013692849974985294
3-5-2,0.0007888812728772738,-0.5198827922071567,0.01578818184546132,0.0013608340985752064
3-4-2,0.0007518650124519263,-0.5253912622146775,0.014931063168655794,0.0012869562870995342
3-5-4,0.0007376022020773896,-0.5275137419646116,0.014600805033034408,0.001258490277733506
6-3-1,0.0006803822175328268,-0.5360287719831136,0.013275865212639052,0.0011442894594377356
4-3-1,0.000626160193299387,-0.5440976690247078,0.012020343743677834,0.0010360720317960073
5-4-3,0.0006014734830619848,-0.547771351924182,0.011448718188577888,0.0009868017893696693
6-3-5,0.0005946406223225781,-0.5487881647522768,0.011290501975258119,0.0009731646258165472
4-6-1,0.0005870055774110302,-0.5499243523470814,0.011113711032122879,0.000957926446646039
4-3-5,0.0005472516438882513,-0.5558402214266399,0.010193201004709997,0.000878584731073897
5-4-6,0.000533382385950256,-0.5579041357848202,0.009872055651951754,0.0008509041817294509
4-6-5,0.0005130312828049156,-0.5609326275883656,0.009400821918478184,0.0008102870328274015
6-5-3,0.0005075297532323679,-0.5617513221376701,0.009273432936083851,0.0007993069673124582
6-1-5,0.0004878668852100434,-0.5646773961796779,0.008818135420131764,0.0007600634121793316
6-4-3,0.00048371520196188245,-0.5652952171694384,0.008722002390720114,0.0007517773976335647
4-5-3,0.0004670829427928674,-0.5677702997341563,0.008336879209517532,0.0007185823937843473
4-1-5,0.00044898707708032024,-0.5704631847633914,0.007917865935433048,0.0006824662939882379
4-5-6,0.0004142058153507194,-0.5756390597669626,0.007112499086141904,0.000613049138732167
3-5-1,0.00039324880300620267,-0.5787577182327421,0.006627235407852332,0.0005712227038278645
3-4-1,0.0003747965965658828,-0.5815036310986318,0.006199970995225728,0.0005343954119014584
3-4-5,0.00032756482412853166,-0.5885322936075824,0.005106310159973972,0.0004401292721106581
5-4-2,0.00030550112234064035,-0.5918156409300002,0.00459542087335874,0.00039609408372557936
6-5-2,0.00025778511206250116,-0.5989163639224203,0.0034905474171510673,0.0003008614921241423
6-4-2,0.0002456891970370631,-0.6007163832751455,0.003210464162867073,0.00027672021692220133
6-5-4,0.00024102849548774622,-0.6014099523824354,0.003102544716141961,0.00026741829321493666
4-5-2,0.00023724132030386575,-0.6019735301364796,0.003014851941530529,0.0002598597713371175
5-4-1,0.0001522890133255808,-0.6146154672117639,0.0010477648259734971,9.031021535151251e-05
6-5-1,0.0001285030970270847,-0.618155101011237,0.0004969973289301423,4.28377959367983e-05
6-4-1,0.00012247341389407126,-0.6190523912375159,0.00035737884858830444,3.0803630717511547e-05
4-5-1,0.00011826223848974572,-0.6196790653840825,0.00025986826678246115,2.239888050674265e-05
6-4-5,0.0001070393452080888,-0.6213491684774052,0.0,0.0
