Date,Round,会場,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国２連率,当地勝率,当地２連率,モーター２連率,ボート２連率
20150309,1,下関,1,4500,山田康二,27,佐賀,54,A1,6.84,48.35,7.13,57.89,50.00,27.27
20150309,1,下関,2,4247,齊藤優,32,徳島,53,B1,4.84,23.81,5.21,23.53,5.88,44.44
20150309,1,下関,3,3859,多羅尾達,41,東京,56,B1,5.09,28.05,0.00,0.00,60.00,11.76
20150309,1,下関,4,4592,小林孝弘,34,山口,54,B1,3.47,17.65,3.31,17.78,30.00,66.67
20150309,1,下関,5,4817,渡邉翼,23,山口,50,B2,3.28,11.63,2.67,13.33,14.29,99.99
20150309,1,下関,6,4811,向井田佑,25,広島,51,B2,2.71,5.77,0.00,0.00,44.44,23.53
20150309,2,下関,1,4163,山崎裕司,33,広島,50,A2,6.21,46.90,6.14,34.48,77.78,6.25
20150309,2,下関,2,3306,武田正紀,47,埼玉,54,B1,3.62,16.67,0.00,0.00,45.45,44.44
20150309,2,下関,3,4718,北川太一,22,佐賀,48,B1,5.17,27.78,6.56,44.44,50.00,47.06
20150309,2,下関,4,3744,徳増秀樹,40,静岡,53,A1,6.86,45.45,6.93,44.44,26.32,36.36
20150309,2,下関,5,4251,川崎誠志,32,山口,52,B1,4.48,24.68,4.56,25.00,12.50,25.00
20150309,2,下関,6,4777,五十嵐一,31,山口,50,B2,2.18,4.00,1.76,0.00,25.00,55.00
20150309,3,下関,1,4158,木場雄二,33,山口,56,B1,4.62,27.88,5.58,39.32,50.00,77.78
20150309,3,下関,2,3546,中里昌志,45,埼玉,49,A2,5.65,40.00,5.09,36.36,10.53,0.00
20150309,3,下関,3,4237,大峯豊,31,山口,49,A1,6.89,51.22,6.86,53.68,66.67,40.00
20150309,3,下関,4,4154,森安弘雅,34,香川,49,A2,5.24,39.71,5.40,42.50,20.00,66.67
20150309,3,下関,5,3339,泉具巳,49,兵庫,54,B1,4.66,28.13,4.52,25.93,11.11,45.45
20150309,3,下関,6,4848,仲谷颯仁,20,福岡,50,B2,3.25,15.63,0.00,0.00,11.76,30.77
20150309,4,下関,1,4743,木村仁紀,22,滋賀,54,B1,4.12,19.78,3.10,10.00,23.53,36.84
20150309,4,下関,2,4052,興津藍,33,徳島,50,A2,6.56,46.08,7.38,46.15,54.55,0.00
20150309,4,下関,3,3543,福田雅一,46,香川,54,A1,6.50,47.27,7.33,41.67,22.22,11.76
20150309,4,下関,4,4359,横川聖志,30,徳島,54,A2,5.42,36.99,6.16,42.11,63.64,37.50
20150309,4,下関,5,4239,竹田辰也,31,山口,50,B1,5.47,37.50,5.75,38.33,99.99,45.45
20150309,4,下関,6,4506,稗田聖也,26,福岡,52,A2,5.88,45.21,4.79,27.59,50.00,27.27
20150309,5,下関,1,4179,広次修,32,山口,50,A2,5.66,37.70,5.77,30.91,55.56,0.00
20150309,5,下関,2,3965,北中元樹,35,滋賀,60,B1,5.71,39.13,3.52,18.52,12.50,12.50
20150309,5,下関,3,4196,田中太一,33,佐賀,51,B1,4.64,25.71,5.00,33.33,15.79,55.56
20150309,5,下関,4,4424,松尾昂明,29,福岡,49,A2,6.59,52.76,5.94,38.71,27.78,17.65
20150309,5,下関,5,4811,向井田佑,25,広島,51,B2,2.71,5.77,0.00,0.00,44.44,23.53
20150309,5,下関,6,4416,三宅健太,28,広島,53,B1,4.69,26.23,3.37,18.60,30.77,63.64
20150309,6,下関,1,4718,北川太一,22,佐賀,48,B1,5.17,27.78,6.56,44.44,50.00,47.06
20150309,6,下関,2,4064,原田篤志,35,山口,50,A1,7.35,54.87,6.85,48.72,25.00,54.55
20150309,6,下関,3,3998,冨成謙児,35,佐賀,50,A2,5.67,35.85,5.50,35.00,50.00,77.78
20150309,6,下関,4,4288,永田啓二,30,福岡,54,A2,6.25,42.34,6.10,52.38,17.65,45.45
20150309,6,下関,5,4004,山本浩輔,37,長崎,53,B1,5.30,28.36,4.90,24.14,11.76,37.50
20150309,6,下関,6,4693,松下誉士,30,福岡,52,B2,3.27,18.64,3.24,15.15,40.00,0.00
20150309,7,下関,1,2785,水野要,60,兵庫,53,B1,4.79,21.13,4.56,19.44,88.89,25.00
20150309,7,下関,2,4592,小林孝弘,34,山口,54,B1,3.47,17.65,3.31,17.78,30.00,66.67
20150309,7,下関,3,3306,武田正紀,47,埼玉,54,B1,3.62,16.67,0.00,0.00,45.45,44.44
20150309,7,下関,4,4743,木村仁紀,22,滋賀,54,B1,4.12,19.78,3.10,10.00,23.53,36.84
20150309,7,下関,5,4848,仲谷颯仁,20,福岡,50,B2,3.25,15.63,0.00,0.00,11.76,30.77
20150309,7,下関,6,4332,村上彰一,31,福岡,54,B1,5.17,32.86,4.30,10.00,0.00,50.00
