Date,Round,会場,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国２連率,当地勝率,当地２連率,モーター２連率,ボート２連率
20160117,1,大村,1,3743,林美憲,41,徳島,51,A2,6.48,50.00,7.29,57.14,26.49,13.13
20160117,1,大村,2,3636,坂野泰章,45,山口,53,B2,4.15,25.00,4.14,22.22,33.16,23.36
20160117,1,大村,3,3171,田川忠志,52,長崎,54,B1,4.43,17.72,4.13,12.79,37.85,42.06
20160117,1,大村,4,3459,中野和裕,49,佐賀,56,B1,4.15,21.18,5.35,39.13,36.36,32.11
20160117,1,大村,5,4465,大西賢,29,東京,52,B1,4.25,16.09,5.04,34.62,32.32,27.88
20160117,1,大村,6,4213,重富伸也,31,長崎,55,B1,4.65,27.06,4.98,28.46,38.05,22.55
20160117,2,大村,1,4486,野村誠,29,群馬,50,A2,6.06,46.28,4.54,20.83,34.21,35.14
20160117,2,大村,2,4196,田中太一,33,佐賀,51,B1,5.04,33.33,4.97,25.64,35.82,38.10
20160117,2,大村,3,3036,吉本正昭,57,山口,55,B2,6.31,50.00,5.59,36.36,41.71,24.24
20160117,2,大村,4,3211,北川敏弘,53,佐賀,55,B1,5.24,30.00,5.78,36.73,28.25,28.28
20160117,2,大村,5,4669,井上茂,30,福岡,53,B2,3.87,16.36,2.58,5.26,38.05,35.45
20160117,2,大村,6,3151,落合敬一,51,長崎,56,A2,5.63,37.30,7.03,58.33,40.49,25.69
20160117,3,大村,1,3056,松野京吾,59,山口,50,B1,5.04,36.00,5.50,35.00,28.96,21.15
20160117,3,大村,2,4580,長谷川雅,26,岡山,53,B1,4.88,29.41,4.37,22.22,28.49,42.20
20160117,3,大村,3,4359,横川聖志,31,徳島,53,A2,5.45,34.65,4.41,26.47,37.00,37.84
20160117,3,大村,4,4203,小倉康典,33,群馬,53,B1,4.34,21.74,4.15,15.38,34.20,25.47
20160117,3,大村,5,4850,野中一平,21,愛知,51,B1,3.38,13.21,0.00,0.00,38.61,32.43
20160117,3,大村,6,3849,中岡正彦,38,香川,51,A1,7.29,61.36,8.00,76.19,35.41,29.73
20160117,4,大村,1,4318,桑原将光,31,東京,51,A2,6.00,44.95,5.63,43.75,35.96,34.55
20160117,4,大村,2,3723,白井弘文,45,山口,54,B1,4.37,28.26,2.75,12.50,56.04,32.43
20160117,4,大村,3,3051,山口俊英,53,佐賀,53,B1,4.48,24.24,4.73,26.92,30.89,22.45
20160117,4,大村,4,4772,石丸海渡,22,香川,54,B1,5.41,35.71,4.08,23.08,36.08,37.11
20160117,4,大村,5,4332,村上彰一,32,福岡,54,B1,3.88,15.28,4.79,36.84,33.01,29.20
20160117,4,大村,6,4104,木下陽介,36,東京,54,A1,6.28,47.32,5.87,43.48,38.94,35.78
20160117,5,大村,1,3290,倉谷和信,52,大阪,52,A1,5.99,40.24,7.46,67.86,31.98,33.03
20160117,5,大村,2,3459,中野和裕,49,佐賀,56,B1,4.15,21.18,5.35,39.13,36.36,32.11
20160117,5,大村,3,4181,花本夏樹,32,三重,52,B1,5.06,26.39,4.43,14.29,39.71,38.18
20160117,5,大村,4,3711,江本真治,41,山口,53,A2,5.92,37.76,5.43,39.13,33.17,33.33
20160117,5,大村,5,4485,楠原正剛,29,福岡,52,B1,5.22,32.29,4.55,21.28,38.61,40.19
20160117,5,大村,6,4768,田代元気,23,福岡,52,B2,1.66,0.00,1.40,0.00,51.98,28.44
20160117,6,大村,1,3176,長谷川巌,51,山口,52,A2,5.59,34.68,5.89,40.00,38.12,29.09
20160117,6,大村,2,4727,安部慎一,28,福岡,53,B2,3.36,8.00,1.84,0.00,26.42,44.55
20160117,6,大村,3,4465,大西賢,29,東京,52,B1,4.25,16.09,5.04,34.62,32.32,27.88
20160117,6,大村,4,4330,奈須啓太,32,福岡,51,A1,6.33,45.45,6.91,55.81,35.82,29.63
20160117,6,大村,5,3812,山崎聖司,40,東京,51,B1,4.53,21.78,4.73,36.36,27.71,20.00
20160117,6,大村,6,3211,北川敏弘,53,佐賀,55,B1,5.24,30.00,5.78,36.73,28.25,28.28
20160117,7,大村,1,3036,吉本正昭,57,山口,55,B2,6.31,50.00,5.59,36.36,41.71,24.24
20160117,7,大村,2,4357,田中和也,31,大阪,52,A1,6.66,51.04,6.50,41.67,29.78,31.53
20160117,7,大村,3,3056,松野京吾,59,山口,50,B1,5.04,36.00,5.50,35.00,28.96,21.15
20160117,7,大村,4,4213,重富伸也,31,長崎,55,B1,4.65,27.06,4.98,28.46,38.05,22.55
