Date,Round,会場,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国２連率,当地勝率,当地２連率,モーター２連率,ボート２連率
20150217,1,唐津,1,3347,矢後剛,48,東京,55,A1,6.67,49.62,6.29,46.43,37.70,27.92
20150217,1,唐津,2,2273,原田順一,65,福岡,55,B1,4.70,28.92,5.38,36.17,27.20,30.85
20150217,1,唐津,3,2788,難波茂,59,岡山,52,B1,4.25,21.35,4.63,18.52,32.80,27.72
20150217,1,唐津,4,3539,金子順一,46,山口,52,B1,4.19,24.10,3.54,17.86,22.95,32.63
20150217,1,唐津,5,2505,小泉秀人,63,長崎,50,B2,3.63,10.00,4.57,17.14,28.57,26.99
20150217,1,唐津,6,3211,北川敏弘,53,佐賀,55,B1,5.32,30.93,5.59,34.64,40.32,22.42
20150217,2,唐津,1,3105,内山文典,51,東京,54,A2,5.66,34.29,3.89,11.11,30.00,33.50
20150217,2,唐津,2,3159,江口晃生,50,群馬,55,A1,7.35,57.00,7.82,67.86,23.66,35.23
20150217,2,唐津,3,1485,加藤峻二,73,埼玉,50,B1,4.32,20.65,4.67,0.00,35.54,33.66
20150217,2,唐津,4,2568,中村義雄,65,長崎,53,B2,3.77,12.12,4.34,20.00,29.55,38.12
20150217,2,唐津,5,3224,栗山繁洋,49,佐賀,52,B1,4.88,28.21,5.38,36.17,40.83,34.04
20150217,2,唐津,6,3460,堤健一,48,東京,52,B1,4.37,25.00,3.57,28.57,31.93,38.74
20150217,3,唐津,1,3186,沖悟,54,大阪,51,A2,5.77,39.58,5.54,37.84,37.88,32.84
20150217,3,唐津,2,3153,前川竜次,50,佐賀,52,B1,4.74,27.88,5.46,33.10,22.22,31.73
20150217,3,唐津,3,3300,川崎智幸,47,岡山,53,A1,7.21,51.22,6.32,47.37,32.35,39.90
20150217,3,唐津,4,2842,刀根辰治,58,大阪,50,B1,3.74,22.50,3.88,15.38,21.82,32.68
20150217,3,唐津,5,3599,柿本達也,45,長崎,53,B2,1.70,0.00,3.65,9.68,45.38,21.35
20150217,3,唐津,6,3020,若女井正,54,東京,52,B1,5.06,30.95,4.89,21.05,53.45,30.39
20150217,4,唐津,1,3227,長岡茂一,49,東京,51,A1,7.01,61.48,7.05,64.10,37.30,24.04
20150217,4,唐津,2,3261,大川茂実,51,岡山,50,B2,3.63,15.00,5.46,30.77,31.15,39.25
20150217,4,唐津,3,3135,山口博司,56,長崎,51,B1,4.65,28.92,4.81,32.26,23.93,35.53
20150217,4,唐津,4,3562,山下和彦,45,広島,49,A2,6.50,48.25,6.97,61.29,37.21,26.94
20150217,4,唐津,5,3400,樋江井愼,47,愛知,58,B1,4.12,22.83,3.65,8.70,26.96,28.02
20150217,4,唐津,6,3070,山室展弘,53,岡山,51,A2,6.35,50.86,6.98,55.93,38.76,35.11
20150217,5,唐津,1,2276,古谷猛,65,岡山,51,B1,4.84,25.81,4.83,29.17,26.15,34.62
20150217,5,唐津,2,3079,新地雅洋,51,大阪,52,B1,5.14,37.50,0.00,0.00,46.67,37.91
20150217,5,唐津,3,3432,宮迫暢彦,46,大阪,51,A2,5.35,36.96,5.90,44.83,37.40,37.97
20150217,5,唐津,4,3081,岡本慎治,51,山口,51,A1,6.71,51.20,6.65,51.61,37.10,35.00
20150217,5,唐津,5,3385,渡邉睦広,45,東京,51,A2,5.94,42.40,5.94,45.71,43.86,28.57
20150217,5,唐津,6,3282,池本輝明,48,広島,51,A2,6.48,51.61,0.00,0.00,37.50,32.16
20150217,6,唐津,1,2273,原田順一,65,福岡,55,B1,4.70,28.92,5.38,36.17,27.20,30.85
20150217,6,唐津,2,3105,内山文典,51,東京,54,A2,5.66,34.29,3.89,11.11,30.00,33.50
20150217,6,唐津,3,3443,森秋光,45,岡山,53,A1,5.98,40.19,5.65,32.50,15.38,34.41
20150217,6,唐津,4,3120,竹村明,53,大阪,53,B1,4.66,25.84,5.89,33.33,21.74,36.14
20150217,6,唐津,5,3212,亀本勇樹,53,広島,59,A2,5.67,35.71,6.39,33.33,42.50,38.31
20150217,6,唐津,6,3412,鈴木博,45,埼玉,52,A1,7.12,55.56,5.74,41.18,48.80,30.46
20150217,7,唐津,1,2788,難波茂,59,岡山,52,B1,4.25,21.35,4.63,18.52,32.80,27.72
20150217,7,唐津,2,3186,沖悟,54,大阪,51,A2,5.77,39.58,5.54,37.84,37.88,32.84
20150217,7,唐津,3,3284,渡邊伸太,47,佐賀,53,A2,6.12,43.85,6.48,47.31,29.55,38.66
20150217,7,唐津,4,3414,加瀬智宏,45,群馬,53,A1,6.81,53.21,7.00,50.00,26.67,29.95
20150217,7,唐津,5,2568,中村義雄,65,長崎,53,B2,3.77,12.12,4.34,20.00,29.55,38.12
20150217,7,唐津,6,3312,新美進司,49,愛知,51,A2,5.80,42.55,5.94,38.89,43.90,31.09
20150217,8,唐津,1,1485,加藤峻二,73,埼玉,50,B1,4.32,20.65,4.67,0.00,35.54,33.66
20150217,8,唐津,2,3499,市川哲也,46,広島,50,A1,7.42,56.92,8.22,69.57,20.19,43.23
20150217,8,唐津,3,2842,刀根辰治,58,大阪,50,B1,3.74,22.50,3.88,15.38,21.82,32.68
20150217,8,唐津,4,3459,中野和裕,48,佐賀,55,B2,4.34,19.40,4.72,26.77,37.80,49.25
20150217,8,唐津,5,2904,河野武士,55,岡山,56,B1,4.22,20.00,4.35,29.03,40.98,24.12
20150217,8,唐津,6,3135,山口博司,56,長崎,51,B1,4.65,28.92,4.81,32.26,23.93,35.53
20150217,9,唐津,1,3079,新地雅洋,51,大阪,52,B1,5.14,37.50,0.00,0.00,46.67,37.91
20150217,9,唐津,2,3347,矢後剛,48,東京,55,A1,6.67,49.62,6.29,46.43,37.70,27.92
20150217,9,唐津,3,3273,石田豪,49,広島,50,B1,4.87,29.41,4.00,15.38,28.21,34.18
20150217,9,唐津,4,3107,平岡重典,51,大阪,50,A1,5.85,40.30,5.36,28.57,39.06,31.22
20150217,9,唐津,5,3070,山室展弘,53,岡山,51,A2,6.35,50.86,6.98,55.93,38.76,35.11
20150217,9,唐津,6,3036,吉本正昭,56,山口,55,A2,5.59,34.82,5.66,31.58,44.53,25.29
20150217,10,唐津,1,3439,大平誉史,45,大阪,52,A1,6.41,49.29,8.21,78.57,34.62,31.31
20150217,10,唐津,2,3305,小野信樹,47,岡山,54,A2,5.74,41.88,6.09,44.68,38.35,44.79
20150217,10,唐津,3,3020,若女井正,54,東京,52,B1,5.06,30.95,4.89,21.05,53.45,30.39
20150217,10,唐津,4,3212,亀本勇樹,53,広島,59,A2,5.67,35.71,6.39,33.33,42.50,38.31
20150217,10,唐津,5,2816,陶山秀徳,62,福岡,52,B1,5.10,32.56,4.94,25.00,34.96,31.35
20150217,10,唐津,6,3385,渡邉睦広,45,東京,51,A2,5.94,42.40,5.94,45.71,43.86,28.57
20150217,11,唐津,1,3562,山下和彦,45,広島,49,A2,6.50,48.25,6.97,61.29,37.21,26.94
20150217,11,唐津,2,3443,森秋光,45,岡山,53,A1,5.98,40.19,5.65,32.50,15.38,32.86
20150217,11,唐津,3,3460,堤健一,48,東京,52,B1,4.37,25.00,3.57,28.57,31.93,38.74
20150217,11,唐津,4,3211,北川敏弘,53,佐賀,55,B1,5.32,30.93,5.59,34.64,40.32,22.42
20150217,11,唐津,5,3312,新美進司,49,愛知,51,A2,5.80,42.55,5.94,38.89,43.90,31.09
20150217,11,唐津,6,3432,宮迫暢彦,46,大阪,51,A2,5.35,36.96,5.90,44.83,37.40,37.97
20150217,12,唐津,1,3159,江口晃生,50,群馬,55,A1,7.35,57.00,7.82,67.86,23.66,35.23
20150217,12,唐津,2,3300,川崎智幸,47,岡山,53,A1,7.21,51.22,6.32,47.37,32.35,39.90
20150217,12,唐津,3,3081,岡本慎治,51,山口,51,A1,6.71,51.20,6.65,51.61,37.10,35.00
20150217,12,唐津,4,3227,長岡茂一,49,東京,51,A1,7.01,61.48,7.05,64.10,37.30,24.04
20150217,12,唐津,5,3412,鈴木博,45,埼玉,52,A1,7.12,55.56,5.74,41.18,48.80,30.46
20150217,12,唐津,6,3284,渡邊伸太,47,佐賀,53,A2,6.12,43.85,6.48,47.31,29.55,38.66
20150217,1,若松,1,4157,田崎豊,33,福岡,54,B2,3.83,17.07,3.96,26.09,22.00,36.48
20150217,1,若松,2,4634,嶌明憲,25,静岡,53,B1,3.59,14.81,5.43,28.57,20.34,22.73
20150217,1,若松,3,3688,入倉数広,44,広島,53,B1,3.95,15.38,4.61,21.74,36.36,38.36
20150217,1,若松,4,3764,小林謙次,42,愛知,49,B1,3.71,13.92,5.82,27.27,29.85,32.10
20150217,1,若松,5,2843,友永明夫,57,福岡,54,B1,3.47,13.33,4.45,23.33,9.30,34.64
20150217,1,若松,6,4299,中島浩哉,32,長崎,57,B1,4.71,30.00,3.50,11.54,39.34,30.77
20150217,2,若松,1,4221,南部圭史,33,香川,49,B1,3.66,15.09,5.67,38.89,45.10,28.78
20150217,2,若松,2,3472,浅和重哉,44,東京,55,B1,4.17,20.51,3.00,0.00,40.74,28.67
20150217,2,若松,3,2907,土井内大,60,香川,54,B1,4.07,16.67,3.68,18.18,42.31,41.67
20150217,2,若松,4,3989,熊本英一,36,佐賀,56,B1,4.75,27.59,4.33,22.22,38.46,31.37
20150217,2,若松,5,3424,松浦努,48,岡山,56,B1,4.35,22.22,3.69,0.00,27.87,27.70
20150217,2,若松,6,3161,古場輝義,54,大阪,53,A2,6.24,43.31,6.75,53.57,43.48,34.42
20150217,3,若松,1,4343,村岡賢,30,広島,55,B1,4.54,26.25,5.80,40.00,49.25,42.67
20150217,3,若松,2,2380,関忠志,64,岡山,50,B1,4.64,28.24,4.45,27.59,42.62,34.27
20150217,3,若松,3,3381,滝沢芳行,46,埼玉,51,A2,5.80,36.59,5.60,33.33,33.33,19.57
20150217,3,若松,4,4848,仲谷颯仁,20,福岡,49,B2,2.92,12.50,1.88,0.00,43.06,26.09
20150217,3,若松,5,3588,新藤哲三,41,静岡,56,B1,4.77,27.14,3.78,19.44,38.00,37.11
20150217,3,若松,6,4483,北野輝季,25,愛知,53,A1,6.16,45.28,4.30,20.00,40.00,40.63
