Date,会場,Round,着順結果,艇番,選手登番,選手名,モーターNo,ボートNo,展示タイム,進入順位,スタートタイム,レースタイム,試合タイプ,コース距離,天候,風向,風速,波高,決まり手
20150711,大村,1,1,1,4361,柳生泰二,33,15,6.88,1,0.14,109.0,一般戦,1800,曇り,東,2,1,逃げ
20150711,大村,1,2,3,4175,川尻泰輔,68,36,6.88,3,0.11,111.1,一般戦,1800,曇り,東,2,1,逃げ
20150711,大村,1,3,2,3843,上之晃弘,18,45,6.90,2,0.15,112.6,一般戦,1800,曇り,東,2,1,逃げ
20150711,大村,1,4,5,4353,下出秀明,50,19,6.86,6,0.19,113.5,一般戦,1800,曇り,東,2,1,逃げ
20150711,大村,1,5,4,4245,高橋直哉,51,54,6.80,4,0.13,NaN,一般戦,1800,曇り,東,2,1,逃げ
20150711,大村,1,6,6,3787,天野誠,38,40,6.89,5,0.14,NaN,一般戦,1800,曇り,東,2,1,逃げ
20150711,大村,2,1,3,4174,赤坂俊輔,34,13,6.93,3,0.16,110.3,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,2,2,2,3025,山口哲治,14,35,6.90,2,0.14,111.4,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,2,3,1,3488,柳田英明,35,23,6.96,1,0.13,111.9,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,2,4,4,3741,松尾基成,11,49,6.86,4,0.12,114.2,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,2,5,6,3352,小川晃司,22,51,6.82,6,0.14,NaN,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,2,6,5,4121,富永修一,20,48,6.89,5,0.16,NaN,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,3,1,4,3442,宮武英司,26,43,6.87,4,0.16,110.7,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,3,2,2,3458,東健介,61,47,6.86,2,0.15,111.4,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,3,3,1,4152,深水慎一郎,72,34,6.88,1,0.21,113.2,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,3,4,6,3158,島川光男,27,24,6.86,6,0.07,114.5,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,3,5,5,3346,宮本裕之,19,38,6.96,5,0.09,NaN,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,3,6,3,3385,渡邉睦広,21,50,6.96,3,0.38,NaN,一般戦,1800,曇り,東,2,1,抜き
20150711,大村,4,1,2,3981,今坂晃広,44,44,6.89,2,0.11,110.1,一般戦,1800,曇り,東,2,1,まくり
20150711,大村,4,2,3,3854,吉川元浩,28,52,6.87,3,0.18,111.2,一般戦,1800,曇り,東,2,1,まくり
20150711,大村,4,3,6,4081,樋口範政,40,26,6.87,6,0.23,112.6,一般戦,1800,曇り,東,2,1,まくり
20150711,大村,4,4,5,2912,尾崎鉄也,69,39,6.92,5,0.26,113.8,一般戦,1800,曇り,東,2,1,まくり
20150711,大村,4,5,4,4587,木田峰由季,67,41,6.91,4,0.21,NaN,一般戦,1800,曇り,東,2,1,まくり
20150711,大村,4,6,1,4596,葛原大陽,62,56,6.91,1,0.26,NaN,一般戦,1800,曇り,東,2,1,まくり
20150711,大村,5,1,1,4074,柳沢一,58,29,6.95,1,0.01,110.4,一般戦,1800,雨,東,3,2,逃げ
