Date,Round,会場,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国２連率,当地勝率,当地２連率,モーター２連率,ボート２連率
20151223,1,唐津,1,3912,川原正明,41,福井,48,A1,6.60,53.04,5.68,47.37,37.89,36.42
20151223,1,唐津,2,2907,土井内大,61,香川,53,B1,4.22,18.42,4.47,12.28,34.74,37.04
20151223,1,唐津,3,4088,野田祥子,35,長崎,47,B1,3.95,19.75,3.94,18.18,37.23,33.33
20151223,1,唐津,4,4666,日笠勝弘,32,大阪,52,B1,4.47,17.78,0.00,0.00,31.00,35.48
20151223,1,唐津,5,4004,山本浩輔,37,長崎,53,B1,5.08,26.74,5.40,35.00,37.78,34.52
20151223,1,唐津,6,3521,今村賢二,47,福岡,57,B1,3.71,15.12,4.16,18.92,26.37,35.19
20151223,2,唐津,1,4539,金子賢志,25,群馬,51,A2,5.64,36.36,6.00,42.11,35.05,48.26
20151223,2,唐津,2,4030,森高一真,37,香川,50,A1,6.79,42.86,7.00,55.56,44.32,27.56
20151223,2,唐津,3,4251,川崎誠志,32,山口,53,B1,4.32,24.68,2.25,0.00,30.53,36.09
20151223,2,唐津,4,4285,伴将典,31,愛知,59,B1,4.69,25.00,4.63,23.68,46.81,33.74
20151223,2,唐津,5,4817,渡邉翼,24,山口,49,B1,3.54,8.93,4.78,44.44,23.86,28.13
20151223,2,唐津,6,4825,倉持莉々,22,東京,54,B2,2.45,1.72,0.00,0.00,28.57,38.79
20151223,3,唐津,1,3694,木村恒一,44,大阪,54,A2,4.67,25.19,4.33,18.52,23.40,30.36
20151223,3,唐津,2,3324,登みつよ,48,兵庫,46,B2,2.64,0.00,3.89,11.11,33.68,30.99
20151223,3,唐津,3,4261,岡祐臣,31,三重,54,A1,6.68,50.81,6.18,50.00,18.68,33.13
20151223,3,唐津,4,4310,横家翔一,31,愛知,55,B1,3.77,16.28,3.88,25.00,28.42,31.45
20151223,3,唐津,5,4885,大山千広,19,福岡,48,B2,1.76,0.00,0.00,0.00,16.18,30.12
20151223,3,唐津,6,3776,横井健太,40,愛知,51,B1,4.29,24.74,4.19,25.00,49.43,37.27
20151223,4,唐津,1,4039,村上功祐,36,大阪,58,A1,6.02,45.16,4.40,30.00,54.35,28.57
20151223,4,唐津,2,3990,芹澤克彦,37,静岡,50,B1,6.10,42.71,7.56,77.78,38.46,38.99
20151223,4,唐津,3,3837,秋山広一,40,香川,52,A1,6.09,44.80,6.67,44.44,23.47,35.06
20151223,4,唐津,4,4224,大橋栄里,33,福岡,48,B1,4.30,26.73,0.00,0.00,16.13,33.95
20151223,4,唐津,5,4246,喜多那由,33,静岡,47,B1,4.63,24.39,4.50,20.00,28.72,25.31
20151223,4,唐津,6,3362,間嶋仁志,46,三重,52,A2,6.19,49.02,6.11,57.89,24.42,38.51
20151223,5,唐津,1,3561,池田真治,47,岡山,52,B1,4.79,26.80,3.89,15.79,21.28,15.07
20151223,5,唐津,2,3036,吉本正昭,57,山口,54,A2,4.90,23.81,5.66,36.36,46.94,30.25
20151223,5,唐津,3,4004,山本浩輔,37,長崎,53,B1,5.08,26.74,5.40,35.00,37.78,34.52
20151223,5,唐津,4,3538,菊池峰晴,47,群馬,52,A2,5.77,36.54,5.03,25.81,21.51,28.39
20151223,5,唐津,5,4220,深川和仁,34,香川,55,A2,5.18,32.04,5.61,39.29,32.00,30.00
20151223,5,唐津,6,4043,桐本康臣,36,三重,53,A1,7.02,57.85,4.83,29.17,23.91,34.57
20151223,6,唐津,1,4171,榎幸司,33,長崎,53,A2,6.62,50.00,5.31,33.33,21.84,30.99
20151223,6,唐津,2,4187,香川友尚,34,香川,57,B1,3.70,9.43,4.06,22.22,31.52,31.51
20151223,6,唐津,3,3401,上田隆章,48,香川,53,A2,5.78,40.00,5.77,50.00,30.43,34.84
20151223,6,唐津,4,4260,中越博紀,31,香川,51,A2,6.09,39.60,6.49,51.16,37.89,38.22
20151223,6,唐津,5,4342,谷野錬志,31,静岡,53,A1,6.85,50.81,5.74,36.84,30.21,27.67
20151223,6,唐津,6,4666,日笠勝弘,32,大阪,52,B1,4.47,17.78,0.00,0.00,31.00,35.48
20151223,7,唐津,1,2907,土井内大,61,香川,53,B1,4.22,18.42,4.47,12.28,34.74,37.04
20151223,7,唐津,2,4310,横家翔一,31,愛知,55,B1,3.77,16.28,3.88,25.00,28.42,31.45
20151223,7,唐津,3,3521,今村賢二,47,福岡,57,B1,3.71,15.12,4.16,18.92,26.37,35.19
20151223,7,唐津,4,4817,渡邉翼,24,山口,49,B1,3.54,8.93,4.78,44.44,23.86,28.13
20151223,7,唐津,5,3776,横井健太,40,愛知,51,B1,4.29,24.74,4.19,25.00,49.43,37.27
20151223,7,唐津,6,4251,川崎誠志,32,山口,53,B1,4.32,24.68,2.25,0.00,30.53,36.09
20151223,8,唐津,1,3324,登みつよ,48,兵庫,46,B2,2.64,0.00,3.89,11.11,33.68,30.99
20151223,8,唐津,2,4224,大橋栄里,33,福岡,48,B1,4.30,26.73,0.00,0.00,16.13,33.95
20151223,8,唐津,3,4246,喜多那由,33,静岡,47,B1,4.63,24.39,4.50,20.00,28.72,25.31
20151223,8,唐津,4,4088,野田祥子,35,長崎,47,B1,3.95,19.75,3.94,18.18,37.23,33.33
