Date,Round,会場,艇番,選手登番,選手名,年齢,支部,体重,級別,全国勝率,全国２連率,当地勝率,当地２連率,モーター２連率,ボート２連率
20150614,1,大村,1,3022,西山昇一,54,愛知,53,A1,7.52,56.91,6.00,39.29,38.89,37.95
20150614,1,大村,2,4697,國弘翔平,28,福岡,49,B2,3.14,6.35,2.30,7.50,39.62,28.57
20150614,1,大村,3,2842,刀根辰治,58,大阪,50,B1,3.94,22.06,4.06,18.75,40.68,32.04
20150614,1,大村,4,4035,杉江浩明,36,愛知,49,B1,3.18,16.44,4.94,37.50,35.38,36.32
20150614,1,大村,5,3583,齋藤智裕,42,埼玉,58,B1,3.86,16.88,2.88,0.00,21.28,25.54
20150614,1,大村,6,4864,小川日紀,25,福岡,51,B2,1.20,0.00,0.00,0.00,37.50,30.85
20150614,2,大村,1,3484,芝田浩治,43,兵庫,54,A1,6.97,52.00,7.62,61.54,33.90,26.70
20150614,2,大村,2,4213,重富伸也,30,長崎,54,B1,4.87,30.77,5.07,29.58,43.10,33.83
20150614,2,大村,3,4164,岩永節也,33,長崎,55,B1,4.41,20.25,4.47,21.84,48.08,32.34
20150614,2,大村,4,4154,森安弘雅,34,香川,50,A2,5.00,34.00,6.72,60.00,28.85,35.18
20150614,2,大村,5,4635,峰重力也,25,岡山,53,B1,3.90,16.42,2.58,0.00,37.93,42.53
20150614,2,大村,6,4139,丹下健,34,愛知,54,B1,5.10,29.27,4.13,25.00,16.00,26.40
20150614,3,大村,1,4211,村田敦,32,東京,55,B1,5.77,38.60,4.47,20.00,32.00,36.90
20150614,3,大村,2,3300,川崎智幸,48,岡山,52,A1,6.68,44.64,6.81,45.16,23.81,34.17
20150614,3,大村,3,4398,船岡洋一,28,広島,52,A2,6.47,43.64,5.00,37.50,14.29,30.65
20150614,3,大村,4,4111,奥田誠,34,広島,53,B1,6.37,44.68,5.79,45.45,48.08,26.60
20150614,3,大村,5,4820,上野励,23,福岡,57,B2,1.49,1.96,2.00,0.00,46.67,32.81
20150614,3,大村,6,3189,矢野素也,53,香川,55,B1,3.70,13.04,4.24,13.79,35.09,33.33
20150614,4,大村,1,4167,片岡秀樹,33,徳島,57,B1,4.63,25.58,5.19,35.14,40.68,35.98
20150614,4,大村,2,3777,樋口亮,39,長崎,50,A1,6.38,46.39,7.45,61.71,41.18,35.98
20150614,4,大村,3,3794,前田昭広,42,佐賀,56,B1,3.17,13.04,4.02,27.66,16.28,34.36
20150614,4,大村,4,3892,草場康幸,39,佐賀,52,A2,6.15,43.59,7.64,64.00,41.07,34.42
20150614,4,大村,5,4144,石塚久也,33,埼玉,53,A2,6.52,45.19,6.27,36.36,40.00,30.00
20150614,4,大村,6,4729,佐藤謙史,26,福岡,54,B2,2.63,4.11,1.64,0.00,35.82,28.65
20150614,5,大村,1,3412,鈴木博,45,埼玉,52,A1,7.19,57.01,7.95,72.73,33.85,46.37
20150614,5,大村,2,2816,陶山秀徳,62,福岡,52,B1,4.62,27.27,5.15,35.29,50.00,35.71
20150614,5,大村,3,4302,西野翔太,32,広島,51,A2,6.14,48.31,5.16,38.71,38.98,33.82
20150614,5,大村,4,3705,濱田隆浩,41,大阪,56,B1,5.00,27.59,4.56,18.52,50.91,26.20
20150614,5,大村,5,4035,杉江浩明,36,愛知,49,B1,3.18,16.44,4.94,37.50,35.38,36.32
20150614,5,大村,6,4881,檀将太,19,福岡,49,B2,0.83,0.00,0.00,0.00,30.30,36.46
