Date,会場,Round,着順結果,艇番,選手登番,選手名,モーターNo,ボートNo,展示タイム,進入順位,スタートタイム,レースタイム,試合タイプ,コース距離,天候,風向,風速,波高,決まり手
20151017,大村,1,1,2,3298,定野久恵,44,49,6.94,3,0.18,109.6,一般戦,1800,晴,南,2,1,まくり差し
20151017,大村,1,2,4,4605,森世里,24,11,6.91,5,0.40,111.5,一般戦,1800,晴,南,2,1,まくり差し
20151017,大村,1,3,3,4275,菅野はやか,55,58,6.89,4,0.25,113.0,一般戦,1800,晴,南,2,1,まくり差し
20151017,大村,1,4,1,4347,魚谷香織,59,32,6.94,1,0.14,114.2,一般戦,1800,晴,南,2,1,まくり差し
20151017,大村,1,5,5,3139,松尾美和子,16,60,6.89,2,0.09,NaN,一般戦,1800,晴,南,2,1,まくり差し
20151017,大村,1,6,6,4088,野田祥子,56,38,6.91,6,0.41,NaN,一般戦,1800,晴,南,2,1,まくり差し
20151017,大村,2,1,1,3611,岩崎芳美,40,50,6.92,1,0.21,109.2,一般戦,1800,晴,南,1,1,逃げ
20151017,大村,2,2,3,3518,倉田郁美,28,25,6.99,4,0.31,111.0,一般戦,1800,晴,南,1,1,逃げ
20151017,大村,2,3,6,3650,太田雅美,53,54,6.90,6,0.21,112.6,一般戦,1800,晴,南,1,1,逃げ
20151017,大村,2,4,5,3117,長田光子,12,28,6.92,2,0.23,113.8,一般戦,1800,晴,南,1,1,逃げ
20151017,大村,2,5,4,3177,宮本紀美,23,17,6.87,5,0.32,NaN,一般戦,1800,晴,南,1,1,逃げ
20151017,大村,2,6,2,4244,鈴木成美,34,52,7.00,3,0.21,NaN,一般戦,1800,晴,南,1,1,逃げ
20151017,大村,3,1,2,4317,木村沙友希,41,44,6.96,2,0.21,109.7,一般戦,1800,晴,北西,3,2,まくり
20151017,大村,3,2,4,3618,海野ゆかり,25,24,6.96,4,0.21,111.6,一般戦,1800,晴,北西,3,2,まくり
20151017,大村,3,3,3,4611,今井美亜,50,13,6.88,3,0.37,112.7,一般戦,1800,晴,北西,3,2,まくり
20151017,大村,3,4,1,3943,三松直美,11,70,7.01,1,0.28,114.0,一般戦,1800,晴,北西,3,2,まくり
20151017,大村,3,5,6,3225,松村昌子,70,61,6.94,6,0.25,NaN,一般戦,1800,晴,北西,3,2,まくり
20151017,大村,3,6,5,3802,森岡真希,30,55,6.94,5,0.21,NaN,一般戦,1800,晴,北西,3,2,まくり
20151017,大村,4,1,1,3704,本部めぐみ,35,46,6.86,1,0.25,109.9,一般戦,1800,晴,西,2,1,逃げ
20151017,大村,4,2,4,3232,山川美由紀,22,59,6.90,4,0.22,111.1,一般戦,1800,晴,西,2,1,逃げ
20151017,大村,4,3,5,3993,永井聖美,47,31,6.96,5,0.29,113.3,一般戦,1800,晴,西,2,1,逃げ
20151017,大村,4,4,6,3676,八島貴美子,57,29,6.98,6,0.23,115.1,一般戦,1800,晴,西,2,1,逃げ
20151017,大村,4,5,3,3355,橋谷田佳織,71,63,6.85,3,0.33,NaN,一般戦,1800,晴,西,2,1,逃げ
20151017,大村,4,6,2,4738,清埜翔子,26,51,6.92,2,0.26,NaN,一般戦,1800,晴,西,2,1,逃げ
20151017,大村,5,1,1,3470,新田芳美,46,71,6.99,1,0.18,109.3,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,5,2,3,4088,野田祥子,56,38,6.91,3,0.28,111.9,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,5,3,5,3650,太田雅美,53,54,6.81,5,0.22,112.7,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,5,4,2,3175,渡辺千草,68,14,6.95,2,0.21,114.0,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,5,5,4,3169,松堂留美,18,41,6.84,4,0.31,NaN,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,5,6,6,4275,菅野はやか,55,58,6.89,6,0.34,NaN,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,6,1,2,3289,高橋淳美,27,33,6.91,2,0.26,109.6,一般戦,1800,晴,北西,4,3,まくり
20151017,大村,6,2,4,3188,日高逸子,52,22,6.93,4,0.29,111.5,一般戦,1800,晴,北西,4,3,まくり
20151017,大村,6,3,1,3693,栢場優子,49,30,6.88,1,0.45,112.6,一般戦,1800,晴,北西,4,3,まくり
20151017,大村,6,4,6,3177,宮本紀美,23,17,6.92,6,0.30,114.3,一般戦,1800,晴,北西,4,3,まくり
20151017,大村,6,5,3,4399,松本晶恵,48,53,6.92,3,0.30,NaN,一般戦,1800,晴,北西,4,3,まくり
20151017,大村,6,6,5,3225,松村昌子,70,61,6.95,5,0.28,NaN,一般戦,1800,晴,北西,4,3,まくり
20151017,大村,7,1,5,4730,土屋実沙希,14,73,6.83,5,0.18,109.0,一般戦,1800,晴,北西,5,4,まくり差し
20151017,大村,7,2,4,3302,谷川里江,60,16,6.89,4,0.21,111.0,一般戦,1800,晴,北西,5,4,まくり差し
20151017,大村,7,3,6,3604,武藤綾子,33,68,6.82,6,0.22,111.7,一般戦,1800,晴,北西,5,4,まくり差し
20151017,大村,7,4,3,4347,魚谷香織,59,32,6.88,3,0.31,113.4,一般戦,1800,晴,北西,5,4,まくり差し
20151017,大村,7,5,1,3355,橋谷田佳織,71,63,6.89,1,0.44,NaN,一般戦,1800,晴,北西,5,4,まくり差し
20151017,大村,7,6,2,3551,藤田美代,73,76,6.82,2,0.26,NaN,一般戦,1800,晴,北西,5,4,まくり差し
20151017,大村,8,1,1,3845,中谷朋子,21,66,6.92,1,0.22,109.8,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,8,2,3,4499,滝川真由子,62,34,6.89,3,0.18,110.8,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,8,3,4,4738,清埜翔子,26,51,6.90,4,0.22,112.9,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,8,4,5,3169,松堂留美,18,41,6.83,5,0.21,114.1,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,8,5,6,4854,大橋由珠,15,67,6.89,6,0.18,NaN,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,8,6,2,4605,森世里,24,11,6.85,2,0.19,NaN,一般戦,1800,晴,北西,4,3,逃げ
20151017,大村,9,1,1,3618,海野ゆかり,25,24,6.88,1,0.11,110.1,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,9,2,3,3486,渋田治代,65,75,6.92,3,0.26,110.6,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,9,3,4,3518,倉田郁美,28,25,6.92,4,0.18,112.7,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,9,4,2,4208,三浦永理,66,20,6.89,2,0.21,114.3,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,9,5,5,3704,本部めぐみ,35,46,6.86,5,0.15,NaN,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,9,6,6,3289,高橋淳美,27,33,6.90,6,0.07,NaN,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,10,1,2,3802,森岡真希,30,55,6.87,2,0.11,109.6,一般戦,1800,晴,北西,5,4,まくり
20151017,大村,10,2,1,3302,谷川里江,60,16,6.90,1,0.25,111.4,一般戦,1800,晴,北西,5,4,まくり
20151017,大村,10,3,6,3175,渡辺千草,68,14,6.88,6,0.08,112.2,一般戦,1800,晴,北西,5,4,まくり
20151017,大村,10,4,4,4244,鈴木成美,34,52,6.96,4,0.11,113.4,一般戦,1800,晴,北西,5,4,まくり
20151017,大村,10,5,3,3128,鳥居智恵,61,72,6.89,3,0.28,NaN,一般戦,1800,晴,北西,5,4,まくり
20151017,大村,10,6,5,4399,松本晶恵,48,53,6.95,5,0.07,NaN,一般戦,1800,晴,北西,5,4,まくり
20151017,大村,11,1,1,4499,滝川真由子,62,34,6.94,1,0.12,108.7,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,11,2,3,3871,池田紫乃,69,15,6.85,3,0.11,109.7,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,11,3,5,3470,新田芳美,46,71,6.92,5,0.17,112.2,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,11,4,4,3932,池田浩美,63,21,6.86,4,0.16,113.6,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,11,5,2,3993,永井聖美,47,31,6.95,2,0.13,NaN,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,11,6,6,3551,藤田美代,73,76,6.87,6,0.12,NaN,一般戦,1800,晴,北西,5,4,逃げ
20151017,大村,12,1,2,3611,岩崎芳美,40,50,6.87,2,0.09,108.8,一般戦,1800,晴,北西,5,4,差し
20151017,大村,12,2,1,3188,日高逸子,52,22,6.92,1,0.13,110.8,一般戦,1800,晴,北西,5,4,差し
20151017,大村,12,3,6,4317,木村沙友希,41,44,6.92,6,0.11,112.5,一般戦,1800,晴,北西,5,4,差し
20151017,大村,12,4,4,3845,中谷朋子,21,66,6.95,4,0.15,113.7,一般戦,1800,晴,北西,5,4,差し
20151017,大村,12,5,3,3232,山川美由紀,22,59,6.92,3,0.08,NaN,一般戦,1800,晴,北西,5,4,差し
20151017,大村,12,6,5,3298,定野久恵,44,49,6.92,5,0.09,NaN,一般戦,1800,晴,北西,5,4,差し
20151017,唐津,1,1,1,3908,重成一人,33,51,6.92,1,0.06,109.4,一般戦,1800,晴,北東,5,5,逃げ
20151017,唐津,1,2,4,3578,塩田雄一,62,67,6.93,4,0.05,110.8,一般戦,1800,晴,北東,5,5,逃げ
20151017,唐津,1,3,3,3508,久富政弘,61,34,6.92,3,0.07,112.1,一般戦,1800,晴,北東,5,5,逃げ
20151017,唐津,1,4,6,3336,遠藤晃司,41,83,6.99,6,0.09,112.6,一般戦,1800,晴,北東,5,5,逃げ
20151017,唐津,1,5,2,4521,小池公生,29,62,6.90,2,0.05,114.9,一般戦,1800,晴,北東,5,5,逃げ
20151017,唐津,1,6,5,3722,西村秀樹,59,74,6.80,5,0.09,116.0,一般戦,1800,晴,北東,5,5,逃げ
20151017,唐津,2,1,2,4559,西川昌希,30,38,6.88,3,0.17,109.0,一般戦,1800,晴,北東,5,5,まくり
20151017,唐津,2,2,1,3940,飯山泰,39,70,6.87,1,0.05,110.7,一般戦,1800,晴,北東,5,5,まくり
20151017,唐津,2,3,4,3729,松田英数,15,69,6.90,4,0.18,112.4,一般戦,1800,晴,北東,5,5,まくり
20151017,唐津,2,4,5,4091,荒田泰明,51,45,6.99,5,0.19,113.4,一般戦,1800,晴,北東,5,5,まくり
20151017,唐津,2,5,6,4436,渋谷明憲,31,56,6.86,6,0.15,113.7,一般戦,1800,晴,北東,5,5,まくり
20151017,唐津,2,6,3,2997,池上正浩,45,54,6.92,2,0.21,116.7,一般戦,1800,晴,北東,5,5,まくり
20151017,唐津,3,1,1,4042,丸岡正典,34,57,6.87,1,0.21,109.6,一般戦,1800,晴,北東,6,6,逃げ
20151017,唐津,3,2,2,4038,田中健太郎,63,64,6.94,2,0.16,110.9,一般戦,1800,晴,北東,6,6,逃げ
20151017,唐津,3,3,5,3277,齋藤勇,21,73,6.91,5,0.16,112.9,一般戦,1800,晴,北東,6,6,逃げ
20151017,唐津,3,4,4,3273,石田豪,24,59,6.95,4,0.19,114.1,一般戦,1800,晴,北東,6,6,逃げ
20151017,唐津,3,5,6,4656,大崎翔,49,86,6.87,6,0.16,114.3,一般戦,1800,晴,北東,6,6,逃げ
20151017,唐津,3,6,3,4498,宮本夏樹,43,63,6.89,3,0.19,114.7,一般戦,1800,晴,北東,6,6,逃げ
20151017,唐津,4,1,1,4477,篠崎仁志,53,60,6.85,1,0.12,109.8,一般戦,1800,晴,北東,7,7,逃げ
20151017,唐津,4,2,3,3965,北中元樹,27,58,6.93,3,0.14,110.6,一般戦,1800,晴,北東,7,7,逃げ
20151017,唐津,4,3,5,3349,吉田一郎,11,76,6.97,5,0.19,112.3,一般戦,1800,晴,北東,7,7,逃げ
20151017,唐津,4,4,6,3948,大町利克,54,87,6.96,6,0.18,113.8,一般戦,1800,晴,北東,7,7,逃げ
20151017,唐津,4,5,2,4506,稗田聖也,37,33,6.81,2,0.15,113.8,一般戦,1800,晴,北東,7,7,逃げ
20151017,唐津,4,6,4,2844,田中伸二,17,49,6.94,4,0.23,114.6,一般戦,1800,晴,北東,7,7,逃げ
20151017,唐津,5,1,4,4448,青木玄太,68,31,6.89,5,0.27,108.6,一般戦,1800,晴,北東,6,6,抜き
20151017,唐津,5,2,1,3422,服部幸男,40,48,6.99,1,0.18,111.4,一般戦,1800,晴,北東,6,6,抜き
20151017,唐津,5,3,2,3832,下田哲也,32,37,7.00,2,0.17,112.0,一般戦,1800,晴,北東,6,6,抜き
20151017,唐津,5,4,3,3722,西村秀樹,59,74,6.95,3,0.25,113.9,一般戦,1800,晴,北東,6,6,抜き
20151017,唐津,5,5,5,3569,増田進,16,43,6.92,4,0.24,114.5,一般戦,1800,晴,北東,6,6,抜き
20151017,唐津,5,6,6,4643,近江翔吾,57,88,6.89,6,0.33,114.6,一般戦,1800,晴,北東,6,6,抜き
20151017,唐津,6,1,2,3501,川上昇平,28,77,6.89,4,0.17,110.6,一般戦,1800,晴,北東,7,8,まくり差し
20151017,唐津,6,2,1,2997,池上正浩,45,54,6.99,1,0.20,112.2,一般戦,1800,晴,北東,7,8,まくり差し
20151017,唐津,6,3,3,3336,遠藤晃司,41,83,6.99,5,0.15,113.7,一般戦,1800,晴,北東,7,8,まくり差し
20151017,唐津,6,4,5,4288,永田啓二,48,85,6.92,2,0.13,113.8,一般戦,1800,晴,北東,7,8,まくり差し
20151017,唐津,6,5,4,3379,打越晶,19,50,6.89,6,0.16,114.7,一般戦,1800,晴,北東,7,8,まくり差し
20151017,唐津,6,6,6,3161,古場輝義,64,36,6.91,3,0.21,116.5,一般戦,1800,晴,北東,7,8,まくり差し
20151017,唐津,7,1,2,4500,山田康二,69,65,6.89,2,0.11,109.9,一般戦,1800,晴,北東,7,8,差し
20151017,唐津,7,2,1,3578,塩田雄一,62,67,6.99,1,0.14,111.5,一般戦,1800,晴,北東,7,8,差し
20151017,唐津,7,3,4,3811,石田章央,70,84,6.92,4,0.19,112.7,一般戦,1800,晴,北東,7,8,差し
20151017,唐津,7,4,5,4498,宮本夏樹,43,63,6.89,5,0.18,114.8,一般戦,1800,晴,北東,7,8,差し
20151017,唐津,7,5,6,3277,齋藤勇,21,73,6.99,6,0.19,115.5,一般戦,1800,晴,北東,7,8,差し
20151017,唐津,7,6,3,4436,渋谷明憲,31,56,6.97,3,0.24,115.9,一般戦,1800,晴,北東,7,8,差し
20151017,唐津,8,1,1,3508,久富政弘,61,34,7.07,1,0.18,110.6,一般戦,1800,晴,北東,7,8,逃げ
20151017,唐津,8,2,3,4038,田中健太郎,63,64,7.15,3,0.14,111.9,一般戦,1800,晴,北東,7,8,逃げ
20151017,唐津,8,3,4,4091,荒田泰明,51,45,7.01,4,0.20,113.0,一般戦,1800,晴,北東,7,8,逃げ
20151017,唐津,8,4,2,2844,田中伸二,17,49,7.05,2,0.17,113.2,一般戦,1800,晴,北東,7,8,逃げ
20151017,唐津,8,5,6,3273,石田豪,24,59,7.00,5,0.19,114.2,一般戦,1800,晴,北東,7,8,逃げ
20151017,唐津,8,6,5,3729,松田英数,15,69,6.98,6,0.21,118.4,一般戦,1800,晴,北東,7,8,逃げ
20151017,唐津,9,1,2,4477,篠崎仁志,53,60,6.89,4,0.08,110.3,一般戦,1800,晴,北東,7,8,まくり
20151017,唐津,9,2,1,3349,吉田一郎,11,76,7.01,1,0.04,110.7,一般戦,1800,晴,北東,7,8,まくり
20151017,唐津,9,3,3,4559,西川昌希,30,38,6.83,5,0.11,112.0,一般戦,1800,晴,北東,7,8,まくり
