Date,会場,Round,着順結果,艇番,選手登番,選手名,モーターNo,ボートNo,展示タイム,進入順位,スタートタイム,レースタイム,試合タイプ,コース距離,天候,風向,風速,波高,決まり手
20150427,大村,1,1,1,3379,打越晶,29,55,6.91,1,0.11,110.3,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,1,2,2,4474,渡辺崇,36,25,6.90,2,0.12,111.1,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,1,3,5,3755,吉村和也,34,34,6.86,5,0.07,112.2,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,1,4,3,4558,宮野仁,12,50,6.97,3,0.13,113.8,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,1,5,6,4783,津田詳子,65,62,6.88,6,0.09,NaN,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,1,6,4,4088,野田祥子,19,32,6.97,4,0.17,NaN,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,2,1,1,3747,國崎良春,16,11,6.90,1,0.14,110.4,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,2,2,2,3566,川添英正,22,41,7.03,2,0.15,111.6,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,2,3,5,4151,下河誉史,37,49,6.98,4,0.14,112.7,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,2,4,4,4757,山田祐也,51,60,6.94,5,0.06,113.1,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,2,5,6,4098,赤澤文香,14,19,6.97,6,0.15,NaN,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,2,6,3,3787,天野誠,72,26,6.99,3,0.16,NaN,一般戦,1800,晴,北西,1,1,逃げ
20150427,大村,3,1,2,4060,島田一生,55,47,6.90,2,0.08,110.3,一般戦,1800,晴,西,1,1,抜き
20150427,大村,3,2,1,3726,桂林寛,23,66,7.01,1,0.11,111.3,一般戦,1800,晴,西,1,1,抜き
20150427,大村,3,3,3,4148,枝尾賢,45,58,6.97,3,0.09,111.9,一般戦,1800,晴,西,1,1,抜き
20150427,大村,3,4,5,3825,宮嵜隆太郎,33,56,6.87,5,0.08,114.1,一般戦,1800,晴,西,1,1,抜き
20150427,大村,3,5,6,4510,坂本奈央,62,71,6.96,6,0.15,NaN,一般戦,1800,晴,西,1,1,抜き
20150427,大村,3,6,4,3174,古賀勝則,73,51,6.97,4,0.15,NaN,一般戦,1800,晴,西,1,1,抜き
20150427,大村,4,1,1,3674,岸恵子,59,36,6.94,1,0.11,108.9,一般戦,1800,晴,西,2,1,逃げ
20150427,大村,4,2,4,4498,宮本夏樹,46,38,7.02,4,0.04,112.5,一般戦,1800,晴,西,2,1,逃げ
20150427,大村,4,3,3,4584,村岡賢人,24,21,6.95,3,0.16,113.5,一般戦,1800,晴,西,2,1,逃げ
20150427,大村,4,4,2,3668,市川猛,32,18,7.06,2,0.22,113.6,一般戦,1800,晴,西,2,1,逃げ
20150427,大村,4,5,5,4513,河野真也,47,76,7.03,5,0.07,NaN,一般戦,1800,晴,西,2,1,逃げ
20150427,大村,4,6,6,4674,池田剛規,11,48,6.86,6,0.07,NaN,一般戦,1800,晴,西,2,1,逃げ
20150427,大村,5,1,1,3297,藤丸光一,28,24,6.89,1,0.27,111.1,一般戦,1800,晴,西,5,4,逃げ
20150427,大村,5,2,3,4122,安東幸治,57,59,6.98,3,0.14,112.1,一般戦,1800,晴,西,5,4,逃げ
20150427,大村,5,3,5,4014,片岡恵里,48,54,7.01,5,0.17,113.3,一般戦,1800,晴,西,5,4,逃げ
20150427,大村,5,4,4,3593,横井光弘,53,46,6.99,4,0.18,114.3,一般戦,1800,晴,西,5,4,逃げ
20150427,大村,5,5,6,4558,宮野仁,12,13,7.01,6,0.22,NaN,一般戦,1800,晴,西,5,4,逃げ
20150427,大村,5,6,2,4158,木場雄二郎,13,35,7.02,2,0.25,NaN,一般戦,1800,晴,西,5,4,逃げ
20150427,大村,6,1,1,4239,竹田辰也,17,45,7.10,1,0.23,110.7,一般戦,1800,晴,西,5,4,抜き
20150427,大村,6,2,2,3802,森岡真希,66,20,7.05,2,0.21,112.4,一般戦,1800,晴,西,5,4,抜き
20150427,大村,6,3,4,3508,久富政弘,35,75,7.06,4,0.18,113.9,一般戦,1800,晴,西,5,4,抜き
20150427,大村,6,4,3,3853,岩崎正哉,54,57,7.09,3,0.22,114.5,一般戦,1800,晴,西,5,4,抜き
20150427,大村,6,5,5,4757,山田祐也,51,60,7.07,5,0.15,NaN,一般戦,1800,晴,西,5,4,抜き
