Date,会場,Round,着順結果,艇番,選手登番,選手名,モーターNo,ボートNo,展示タイム,進入順位,スタートタイム,レースタイム,試合タイプ,コース距離,天候,風向,風速,波高,決まり手
20150425,大村,1,1,1,4148,枝尾賢,45,58,6.85,1,0.09,109.7,一般戦,1800,晴,西,2,1,逃げ
20150425,大村,1,2,3,3797,岩井繁,61,15,6.93,3,0.11,111.1,一般戦,1800,晴,西,2,1,逃げ
20150425,大村,1,3,4,3802,森岡真希,66,20,6.90,4,0.12,112.9,一般戦,1800,晴,西,2,1,逃げ
20150425,大村,1,4,5,4783,津田詳子,65,62,6.74,5,0.13,114.3,一般戦,1800,晴,西,2,1,逃げ
20150425,大村,1,5,6,4674,池田剛規,11,48,6.83,6,0.16,NaN,一般戦,1800,晴,西,2,1,逃げ
20150425,大村,1,6,2,4088,野田祥子,19,32,6.91,2,0.22,NaN,一般戦,1800,晴,西,2,1,逃げ
20150425,大村,2,1,6,3580,水口由紀,18,64,6.95,6,0.24,110.0,予選,1800,晴,北西,3,2,まくり差し
20150425,大村,2,2,5,3434,松尾宣邦,15,30,6.86,5,0.21,111.0,予選,1800,晴,北西,3,2,まくり差し
20150425,大村,2,3,4,4158,木場雄二郎,13,35,6.93,4,0.13,112.2,予選,1800,晴,北西,3,2,まくり差し
20150425,大村,2,4,3,4060,島田一生,55,47,6.83,3,0.21,113.8,予選,1800,晴,北西,3,2,まくり差し
20150425,大村,2,5,1,4498,宮本夏樹,46,38,6.86,1,0.26,NaN,予選,1800,晴,北西,3,2,まくり差し
20150425,大村,2,6,2,3174,古賀勝則,73,51,6.86,2,0.22,NaN,予選,1800,晴,北西,3,2,まくり差し
20150425,大村,3,1,1,4014,片岡恵里,48,54,6.73,1,0.09,109.7,予選,1800,晴,北西,3,2,逃げ
20150425,大村,3,2,6,3898,平田忠則,68,68,6.83,4,0.17,111.1,予選,1800,晴,北西,3,2,逃げ
20150425,大村,3,3,3,4474,渡辺崇,36,25,6.74,3,0.14,113.1,予選,1800,晴,北西,3,2,逃げ
20150425,大村,3,4,2,4239,竹田辰也,17,45,6.80,2,0.15,114.2,予選,1800,晴,北西,3,2,逃げ
20150425,大村,3,5,4,4683,向井田直弥,74,53,6.70,5,0.17,NaN,予選,1800,晴,北西,3,2,逃げ
20150425,大村,3,6,5,4510,坂本奈央,62,71,6.71,6,0.26,NaN,予選,1800,晴,北西,3,2,逃げ
20150425,大村,4,1,1,3523,寳田亮治,31,33,6.81,1,0.27,110.4,予選,1800,晴,北西,3,2,逃げ
20150425,大村,4,2,2,3944,山口裕二,71,70,6.84,2,0.26,110.6,予選,1800,晴,北西,3,2,逃げ
20150425,大村,4,3,3,3379,打越晶,29,55,6.79,5,0.18,113.2,予選,1800,晴,北西,3,2,逃げ
20150425,大村,4,4,4,3787,天野誠,72,26,6.74,3,0.24,114.0,予選,1800,晴,北西,3,2,逃げ
20150425,大村,4,5,6,4151,下河誉史,37,49,6.89,4,0.26,NaN,予選,1800,晴,北西,3,2,逃げ
20150425,大村,4,6,5,4558,宮野仁,12,50,6.87,6,0.26,NaN,予選,1800,晴,北西,3,2,逃げ
20150425,大村,5,1,3,3755,吉村和也,34,34,6.76,3,0.23,111.3,予選,1800,晴,北,5,4,まくり差し
20150425,大村,5,2,4,4098,赤澤文香,14,19,6.74,4,0.30,113.2,予選,1800,晴,北,5,4,まくり差し
20150425,大村,5,3,1,3566,川添英正,22,41,6.91,1,0.23,114.3,予選,1800,晴,北,5,4,まくり差し
20150425,大村,5,4,6,4783,津田詳子,65,62,6.75,6,0.37,115.2,予選,1800,晴,北,5,4,まくり差し
20150425,大村,5,5,2,4272,大場広孝,64,72,6.80,2,0.31,NaN,予選,1800,晴,北,5,4,まくり差し
20150425,大村,5,6,5,4584,村岡賢人,24,21,6.74,5,0.27,NaN,予選,1800,晴,北,5,4,まくり差し
20150425,大村,6,1,1,3593,横井光弘,53,46,6.64,1,0.21,110.4,予選,1800,晴,北,5,4,逃げ
20150425,大村,6,2,3,3668,市川猛,32,18,6.80,3,0.22,112.6,予選,1800,晴,北,5,4,逃げ
20150425,大村,6,3,5,4158,木場雄二郎,13,35,6.78,5,0.17,113.7,予選,1800,晴,北,5,4,逃げ
20150425,大村,6,4,6,3674,岸恵子,59,36,6.64,6,0.17,115.0,予選,1800,晴,北,5,4,逃げ
20150425,大村,6,5,2,3297,藤丸光一,28,24,6.79,2,0.25,NaN,予選,1800,晴,北,5,4,逃げ
20150425,大村,6,6,4,4513,河野真也,47,76,6.76,4,0.20,NaN,予選,1800,晴,北,5,4,逃げ
20150425,大村,7,1,4,3508,久富政弘,35,75,6.74,4,0.19,110.8,予選,1800,晴,北,5,4,抜き
20150425,大村,7,2,2,3936,三瀬譲,38,67,6.75,2,0.14,112.8,予選,1800,晴,北,5,4,抜き
20150425,大村,7,3,1,3174,古賀勝則,73,51,6.75,1,0.08,113.4,予選,1800,晴,北,5,4,抜き
20150425,大村,7,4,3,3898,平田忠則,68,68,6.71,3,0.21,113.6,予選,1800,晴,北,5,4,抜き
20150425,大村,7,5,6,4122,安東幸治,57,59,6.79,6,0.13,NaN,予選,1800,晴,北,5,4,抜き
20150425,大村,7,6,5,4757,山田祐也,51,60,6.77,5,0.12,NaN,予選,1800,晴,北,5,4,抜き
20150425,大村,8,1,5,2844,田中伸二,69,74,6.73,3,0.31,111.2,予選,1800,晴,北,5,4,まくり差し
20150425,大村,8,2,1,3755,吉村和也,34,34,6.73,1,0.41,112.4,予選,1800,晴,北,5,4,まくり差し
20150425,大村,8,3,3,4088,野田祥子,19,32,6.78,6,0.29,114.1,予選,1800,晴,北,5,4,まくり差し
20150425,大村,8,4,2,4683,向井田直弥,74,53,6.70,5,0.26,114.4,予選,1800,晴,北,5,4,まくり差し
20150425,大村,8,5,4,4151,下河誉史,37,49,6.78,2,0.36,NaN,予選,1800,晴,北,5,4,まくり差し
20150425,大村,8,6,6,4060,島田一生,55,47,6.74,4,0.25,NaN,予選,1800,晴,北,5,4,まくり差し
20150425,大村,9,1,1,3802,森岡真希,66,20,6.77,1,0.28,111.2,予選,1800,晴,北,7,6,逃げ
20150425,大村,9,2,2,3853,岩崎正哉,54,57,6.80,2,0.27,112.0,予選,1800,晴,北,7,6,逃げ
20150425,大村,9,3,6,3434,松尾宣邦,15,30,6.73,6,0.28,113.0,予選,1800,晴,北,7,6,逃げ
20150425,大村,9,4,4,3668,市川猛,32,18,6.78,4,0.29,115.1,予選,1800,晴,北,7,6,逃げ
20150425,大村,9,5,3,4584,村岡賢人,24,21,6.91,3,0.21,NaN,予選,1800,晴,北,7,6,逃げ
20150425,大村,9,6,5,4474,渡辺崇,36,25,6.83,5,0.36,NaN,予選,1800,晴,北,7,6,逃げ
20150425,大村,10,1,1,3944,山口裕二,71,70,6.70,1,0.16,109.8,一般戦,1800,晴,北,6,5,逃げ
20150425,大村,10,2,6,3825,宮嵜隆太郎,33,56,6.74,6,0.06,112.6,一般戦,1800,晴,北,6,5,逃げ
20150425,大村,10,3,4,4272,大場広孝,64,72,6.73,4,0.12,113.8,一般戦,1800,晴,北,6,5,逃げ
20150425,大村,10,4,3,3580,水口由紀,18,64,6.77,3,0.16,115.2,一般戦,1800,晴,北,6,5,逃げ
20150425,大村,10,5,2,4195,前川守嗣,63,61,6.70,2,0.15,NaN,一般戦,1800,晴,北,6,5,逃げ
20150425,大村,10,6,5,4513,河野真也,47,76,6.77,5,0.11,NaN,一般戦,1800,晴,北,6,5,逃げ
20150425,大村,11,1,1,3297,藤丸光一,28,24,6.71,1,0.26,109.2,一般戦,1800,晴,北,4,3,逃げ
20150425,大村,11,2,5,4122,安東幸治,57,59,6.89,6,0.19,111.6,一般戦,1800,晴,北,4,3,逃げ
20150425,大村,11,3,2,3726,桂林寛,23,66,6.81,3,0.21,112.4,一般戦,1800,晴,北,4,3,逃げ
20150425,大村,11,4,4,4239,竹田辰也,17,45,6.90,5,0.23,113.7,一般戦,1800,晴,北,4,3,逃げ
20150425,大村,11,5,3,4498,宮本夏樹,46,38,6.81,4,0.24,NaN,一般戦,1800,晴,北,4,3,逃げ
20150425,大村,11,6,6,3379,打越晶,29,55,6.80,2,0.29,NaN,一般戦,1800,晴,北,4,3,逃げ
20150425,大村,12,1,2,4148,枝尾賢,45,58,6.76,2,0.18,109.6,一般戦,1800,晴,北,4,3,抜き
20150425,大村,12,2,3,3747,國崎良春,16,11,6.77,3,0.17,111.9,一般戦,1800,晴,北,4,3,抜き
20150425,大村,12,3,1,3853,岩崎正哉,54,57,6.81,1,0.27,113.1,一般戦,1800,晴,北,4,3,抜き
20150425,大村,12,4,5,3674,岸恵子,59,36,6.78,5,0.19,113.3,一般戦,1800,晴,北,4,3,抜き
20150425,大村,12,5,4,3752,宇土泰就,25,22,6.75,4,0.17,NaN,一般戦,1800,晴,北,4,3,抜き
20150425,大村,12,6,6,3508,久富政弘,35,75,6.74,6,0.28,NaN,一般戦,1800,晴,北,4,3,抜き
20150425,福岡,1,1,5,3539,金子順一,61,163,6.69,4,0.21,108.6,予選,1800,晴,北,3,3,まくり
20150425,福岡,1,2,6,3820,樫葉次郎,62,154,6.83,6,0.19,110.1,予選,1800,晴,北,3,3,まくり
20150425,福岡,1,3,3,3492,山下和彦,44,172,6.71,3,0.26,112.5,予選,1800,晴,北,3,3,まくり
20150425,福岡,1,4,2,3851,森田昭彦,70,162,6.74,2,0.31,112.9,予選,1800,晴,北,3,3,まくり
20150425,福岡,1,5,4,4693,松下誉士,47,106,6.76,5,0.18,NaN,予選,1800,晴,北,3,3,まくり
20150425,福岡,1,6,1,3649,坂元真一,14,120,6.79,1,0.27,NaN,予選,1800,晴,北,3,3,まくり
20150425,福岡,2,1,1,4180,上野秀和,26,110,6.69,1,0.16,108.2,予選,1800,晴,北,3,3,逃げ
20150425,福岡,2,2,6,3476,中村稔宏,11,170,6.80,6,0.09,110.4,予選,1800,晴,北,3,3,逃げ
20150425,福岡,2,3,3,4268,和合俊介,39,152,6.72,3,0.11,111.3,予選,1800,晴,北,3,3,逃げ
20150425,福岡,2,4,4,3964,宮地博士,64,107,6.69,4,0.17,112.2,予選,1800,晴,北,3,3,逃げ
20150425,福岡,2,5,2,4695,尾崎雄二,20,118,6.73,2,0.23,NaN,予選,1800,晴,北,3,3,逃げ
20150425,福岡,2,6,5,2843,友永明夫,37,167,6.79,5,0.23,NaN,予選,1800,晴,北,3,3,逃げ
20150425,福岡,3,1,6,3473,石川真二,28,109,6.66,3,0.18,107.5,予選,1800,晴,北,3,3,差し
20150425,福岡,3,2,2,4213,重富伸也,55,165,6.70,2,0.13,110.0,予選,1800,晴,北,3,3,差し
20150425,福岡,3,3,4,4753,森照夫,22,157,6.73,6,0.26,112.5,予選,1800,晴,北,3,3,差し
20150425,福岡,3,4,1,3424,松浦努,30,102,6.75,1,0.15,113.1,予選,1800,晴,北,3,3,差し
20150425,福岡,3,5,5,4212,宮地孝四朗,36,141,6.74,5,0.22,NaN,予選,1800,晴,北,3,3,差し
20150425,福岡,3,6,3,4164,岩永節也,25,105,6.74,4,0.24,NaN,予選,1800,晴,北,3,3,差し
20150425,福岡,4,1,2,4288,永田啓二,49,161,6.71,2,0.16,108.1,予選,1800,晴,北,3,3,まくり
20150425,福岡,4,2,4,4204,柴田大輔,15,104,6.65,4,0.27,110.9,予選,1800,晴,北,3,3,まくり
20150425,福岡,4,3,6,4564,山本景士郎,40,116,6.77,6,0.17,112.5,予選,1800,晴,北,3,3,まくり
20150425,福岡,4,4,1,4005,瀬川公則,72,166,6.78,1,0.18,113.3,予選,1800,晴,北,3,3,まくり
20150425,福岡,4,5,3,4343,村岡賢,71,160,6.69,3,0.20,NaN,予選,1800,晴,北,3,3,まくり
20150425,福岡,4,6,5,4336,松田竜馬,41,156,6.71,5,0.14,NaN,予選,1800,晴,北,3,3,まくり
