Date,Round,会場,選手登番_1,選手登番_2,選手登番_3,選手登番_4,選手登番_5,選手登番_6,選手名_1,選手名_2,選手名_3,選手名_4,選手名_5,選手名_6,年齢_1,年齢_2,年齢_3,年齢_4,年齢_5,年齢_6,支部_1,支部_2,支部_3,支部_4,支部_5,支部_6,体重_1,体重_2,体重_3,体重_4,体重_5,体重_6,級別_1,級別_2,級別_3,級別_4,級別_5,級別_6,全国勝率_1,全国勝率_2,全国勝率_3,全国勝率_4,全国勝率_5,全国勝率_6,全国2連率_1,全国2連率_2,全国2連率_3,全国2連率_4,全国2連率_5,全国2連率_6,当地勝率_1,当地勝率_2,当地勝率_3,当地勝率_4,当地勝率_5,当地勝率_6,当地2連率_1,当地2連率_2,当地2連率_3,当地2連率_4,当地2連率_5,当地2連率_6,モーター2連率_1,モーター2連率_2,モーター2連率_3,モーター2連率_4,モーター2連率_5,モーター2連率_6,ボート2連率_1,ボート2連率_2,ボート2連率_3,ボート2連率_4,ボート2連率_5,ボート2連率_6
20231021,4,戸田,4039,4124,3681,3850,4270,3161,村上功祐,池田雄一,山谷央,小川知行,岸本雄貴,古場輝義,44,41,50,51,41,63,大阪,静岡,東京,群馬,三重,大阪,58,52,51,52,66,52,B1,A1,A2,B1,B1,A2,5.39,6.31,5.23,4.78,4.07,5.61,33.66,47.9,29.31,28.13,21.43,35.43,4.5,5.35,5.64,5.27,5.05,5.32,30.0,34.62,30.56,30.77,37.84,28.0,27.66,52.73,28.0,20.45,24.49,41.18,48.84,36.59,32.56,26.42,27.08,41.03
